,estacao,data_medicao,ano,mes,precipitacao,temperatura_max_media,temperatura_media_compensada,temperatura_min_media,umidade_relativa_ar_media
584,LAGOA VERMELHA,2010-09-30,2010,9,231.6,21.026316,15.133684,10.813333,74.3
585,LAGOA VERMELHA,2010-10-31,2010,10,122.7,21.674194,15.37871,10.309677,71.564516
586,LAGOA VERMELHA,2010-11-30,2010,11,114.8,25.016667,18.295333,13.03,67.408333
587,LAGOA VERMELHA,2010-12-31,2010,12,133.3,26.470968,20.359355,15.374194,70.782258
588,LAGOA VERMELHA,2011-01-31,2011,1,175.0,28.396774,21.831613,17.641935,79.153226
589,LAGOA VERMELHA,2011-02-28,2011,2,171.3,26.303571,20.938571,17.553571,84.741071
590,LAGOA VERMELHA,2011-03-31,2011,3,147.4,24.480645,18.994194,14.658065,78.290323
591,LAGOA VERMELHA,2011-04-30,2011,4,97.3,23.96,17.429333,13.106667,76.583333
592,LAGOA VERMELHA,2011-05-31,2011,5,90.8,18.867742,13.243226,9.548387,80.532258
593,LAGOA VERMELHA,2011-06-30,2011,6,200.8,16.3,10.844667,6.9,82.583333
594,LAGOA VERMELHA,2011-07-31,2011,7,293.4,17.522581,11.987742,8.374194,78.91129
595,LAGOA VERMELHA,2011-08-31,2011,8,245.4,18.232258,12.554839,8.658065,79.137097
596,LAGOA VERMELHA,2011-09-30,2011,9,84.6,21.043333,14.336,8.966667,69.35
597,LAGOA VERMELHA,2011-10-31,2011,10,180.8,23.616129,17.214839,12.487097,69.822581
598,LAGOA VERMELHA,2011-11-30,2011,11,53.5,25.356667,18.624667,12.896667,66.508333
599,LAGOA VERMELHA,2011-12-31,2011,12,88.6,26.576667,19.771613,14.525806,67.072581
600,LAGOA VERMELHA,2012-01-31,2012,1,102.0,27.693548,21.074194,15.903226,69.314516
601,LAGOA VERMELHA,2012-02-29,2012,2,127.6,29.731034,22.573103,17.651724,72.456897
602,LAGOA VERMELHA,2012-03-31,2012,3,62.3,26.812903,19.68,14.319355,67.41129
603,LAGOA VERMELHA,2012-04-30,2012,4,62.6,23.533333,17.17,12.673333,71.991667
604,LAGOA VERMELHA,2012-05-31,2012,5,35.6,21.235484,14.612258,9.932258,73.5
605,LAGOA VERMELHA,2012-06-30,2012,6,173.8,18.303333,12.458667,8.273333,79.475
606,LAGOA VERMELHA,2012-07-31,2012,7,248.0,16.619355,11.050323,7.103226,79.991935
607,LAGOA VERMELHA,2012-08-31,2012,8,24.9,22.077419,15.740645,11.193548,72.362903
608,LAGOA VERMELHA,2012-09-30,2012,9,160.4,22.29,15.564,10.666667,69.791667
609,LAGOA VERMELHA,2012-10-31,2012,10,171.8,23.512903,17.956774,13.483871,75.596774
610,LAGOA VERMELHA,2012-11-30,2012,11,55.9,27.31,20.056667,14.283333,62.133333
611,LAGOA VERMELHA,2012-12-31,2012,12,125.6,28.390323,22.249032,17.4,74.25
612,LAGOA VERMELHA,2013-01-31,2013,1,131.4,26.883871,20.325806,14.987097,68.104839
613,LAGOA VERMELHA,2013-02-28,2013,2,115.8,26.657143,20.732857,16.628571,78.455357
614,LAGOA VERMELHA,2013-03-31,2013,3,202.3,23.129032,17.647742,13.719355,81.008065
615,LAGOA VERMELHA,2013-04-30,2013,4,70.0,23.72,16.696,11.826667,72.575
616,LAGOA VERMELHA,2013-05-31,2013,5,107.9,19.919355,13.898065,9.63871,77.798387
617,LAGOA VERMELHA,2013-06-30,2013,6,162.8,17.83,12.744,9.216667,85.966667
618,LAGOA VERMELHA,2013-07-31,2013,7,60.5,17.964516,11.457419,6.906452,75.5
619,LAGOA VERMELHA,2013-08-31,2013,8,347.3,17.919355,11.529677,7.119355,78.556452
620,LAGOA VERMELHA,2013-09-30,2013,9,186.0,20.68,14.648667,10.096667,74.316667
621,LAGOA VERMELHA,2013-10-31,2013,10,197.2,22.632258,16.510968,11.725806,71.193548
622,LAGOA VERMELHA,2013-11-30,2013,11,131.0,26.18,19.303333,14.176667,67.608333
623,LAGOA VERMELHA,2013-12-31,2013,12,71.0,28.822581,21.964516,16.551613,66.83871
624,LAGOA VERMELHA,2014-01-31,2014,1,179.2,28.7,22.416774,17.709677,75.322581
625,LAGOA VERMELHA,2014-02-28,2014,2,223.2,29.314286,21.965714,17.092857,72.723214
626,LAGOA VERMELHA,2014-03-31,2014,3,251.4,25.1,19.194194,15.012903,79.967742
627,LAGOA VERMELHA,2014-04-30,2014,4,143.1,23.133333,17.372,13.573333,79.233333
628,LAGOA VERMELHA,2014-05-31,2014,5,231.4,19.577419,13.942581,10.232258,82.604839
629,LAGOA VERMELHA,2014-06-30,2014,6,361.2,17.613333,12.864,9.663333,86.825
630,LAGOA VERMELHA,2014-07-31,2014,7,66.9,18.580645,12.717419,8.774194,79.08871
631,LAGOA VERMELHA,2014-08-31,2014,8,143.7,21.290323,14.125806,8.706452,70.612903
632,LAGOA VERMELHA,2014-09-30,2014,9,281.9,21.863333,16.289655,12.256667,79.441667
633,LAGOA VERMELHA,2014-10-31,2014,10,141.8,26.074194,18.844516,13.6,71.814516
634,LAGOA VERMELHA,2014-11-30,2014,11,101.6,26.88,19.944667,14.846667,69.666667
635,LAGOA VERMELHA,2014-12-31,2014,12,187.4,27.574194,20.994839,16.216129,75.548387
636,LAGOA VERMELHA,2015-01-31,2015,1,206.6,28.106452,21.52129,17.070968,80.346774
637,LAGOA VERMELHA,2015-02-28,2015,2,200.5,27.335714,20.981429,16.428571,80.651786
638,LAGOA VERMELHA,2015-03-31,2015,3,86.0,26.383871,20.065161,15.693548,77.717742
639,LAGOA VERMELHA,2015-04-30,2015,4,133.0,23.66,17.598667,13.233333,78.725
640,LAGOA VERMELHA,2015-05-31,2015,5,102.7,19.987097,14.786452,11.483871,84.185484
641,LAGOA VERMELHA,2015-06-30,2015,6,170.4,18.516667,12.787333,8.543333,86.15
642,LAGOA VERMELHA,2015-07-31,2015,7,335.9,18.277419,13.081935,9.270968,87.314516
643,LAGOA VERMELHA,2015-08-31,2015,8,36.3,23.564516,17.165806,12.570968,70.33871
644,LAGOA VERMELHA,2015-09-30,2015,9,231.9,22.113333,15.504667,10.976667,77.075
645,LAGOA VERMELHA,2015-10-31,2015,10,268.5,23.403226,17.5,13.293548,80.959677
646,LAGOA VERMELHA,2015-11-30,2015,11,200.5,24.316667,18.555333,14.7,81.5
647,LAGOA VERMELHA,2015-12-31,2015,12,231.1,26.5,21.167097,17.183871,80.790323
648,LAGOA VERMELHA,2016-01-31,2016,1,88.1,28.441935,22.252903,17.764516,72.282258
649,LAGOA VERMELHA,2016-02-29,2016,2,190.9,27.531034,22.042759,18.031034,81.094828
650,LAGOA VERMELHA,2016-03-31,2016,3,163.1,24.603226,19.049032,15.058065,79.548387
651,LAGOA VERMELHA,2016-04-30,2016,4,144.3,25.84,19.563333,15.536667,77.841667
652,LAGOA VERMELHA,2016-05-31,2016,5,74.0,18.064516,12.632258,9.080645,83.572581
653,LAGOA VERMELHA,2016-06-30,2016,6,22.2,15.656667,9.308667,4.88,76.075
654,LAGOA VERMELHA,2016-07-31,2016,7,192.2,18.203448,11.704138,7.375862,79.2625
655,LAGOA VERMELHA,2016-08-31,2016,8,80.4,19.746429,13.835,9.642857,
656,LAGOA VERMELHA,2016-09-30,2016,9,68.1,21.13,13.658667,8.376667,71.991667
657,LAGOA VERMELHA,2016-10-31,2016,10,321.5,22.809677,16.532903,11.903226,74.145161
658,LAGOA VERMELHA,2016-11-30,2016,11,108.5,26.343333,18.812,12.626667,64.133333
659,LAGOA VERMELHA,2016-12-31,2016,12,102.0,27.054839,20.85871,16.048387,73.379032
660,LAGOA VERMELHA,2017-01-31,2017,1,208.4,27.941935,21.555484,17.187097,77.225806
661,LAGOA VERMELHA,2017-02-28,2017,2,104.6,28.225,22.212857,17.789286,77.633929
662,LAGOA VERMELHA,2017-03-31,2017,3,109.1,26.251613,19.768387,15.103226,76.879032
663,LAGOA VERMELHA,2017-04-30,2017,4,181.1,22.69,16.686,12.563333,76.191667
664,LAGOA VERMELHA,2017-05-31,2017,5,274.3,19.828571,15.350714,12.560714,
665,LAGOA VERMELHA,2017-06-30,2017,6,170.9,18.48,12.946,9.113333,88.991667
666,LAGOA VERMELHA,2017-07-31,2017,7,10.2,20.483871,13.256129,8.306452,71.758065
667,LAGOA VERMELHA,2017-08-31,2017,8,149.1,21.187097,14.203226,9.377419,73.379032
668,LAGOA VERMELHA,2017-09-30,2017,9,103.1,25.543333,18.649333,13.706667,71.25
669,LAGOA VERMELHA,2017-10-31,2017,10,157.6,22.845161,16.789677,12.274194,75.217742
670,LAGOA VERMELHA,2017-11-30,2017,11,134.3,25.126667,18.178,12.39,64.333333
671,LAGOA VERMELHA,2017-12-31,2017,12,143.9,28.370968,21.532258,16.225806,69.443548
672,LAGOA VERMELHA,2018-01-31,2018,1,166.6,26.648387,20.919355,16.819355,78.798387
673,LAGOA VERMELHA,2018-02-28,2018,2,81.0,26.353571,20.175,15.796429,73.651786
674,LAGOA VERMELHA,2018-03-31,2018,3,128.2,26.441935,20.28129,15.822581,78.266129
675,LAGOA VERMELHA,2018-04-30,2018,4,19.2,,,15.112,
676,LAGOA VERMELHA,2018-05-31,2018,5,90.8,21.135714,15.282857,11.596429,
677,LAGOA VERMELHA,2018-06-30,2018,6,156.3,17.353333,11.591333,7.52,83.408333
678,LAGOA VERMELHA,2018-07-31,2018,7,101.7,19.219355,13.131613,8.996774,81.258065
679,LAGOA VERMELHA,2018-08-31,2018,8,103.6,18.041935,11.652903,6.841935,76.919355
680,LAGOA VERMELHA,2018-09-30,2018,9,198.0,21.863333,16.224667,12.126667,78.733333
681,LAGOA VERMELHA,2018-10-31,2018,10,231.8,22.419355,16.819355,12.732258,79.580645
682,LAGOA VERMELHA,2018-11-30,2018,11,230.3,26.19,19.767333,14.713333,67.758333
683,LAGOA VERMELHA,2018-12-31,2018,12,149.8,28.232258,21.088387,15.719355,69.443548
684,LAGOA VERMELHA,2019-01-31,2019,1,120.1,29.416129,23.102581,18.616129,78.112903
685,LAGOA VERMELHA,2019-02-28,2019,2,146.0,27.035714,20.573571,15.835714,76.125
686,LAGOA VERMELHA,2019-03-31,2019,3,134.4,25.454839,19.24129,15.074194,77.129032
687,LAGOA VERMELHA,2019-04-30,2019,4,121.9,24.443333,18.624,14.633333,81.158333
688,LAGOA VERMELHA,2019-05-31,2019,5,184.6,20.55,16.18,13.439286,86.383333
689,LAGOA VERMELHA,2019-06-30,2019,6,29.6,21.236667,15.152,10.79,79.558333
690,LAGOA VERMELHA,2019-07-31,2019,7,108.4,17.912903,11.903871,7.880645,77.346774
691,LAGOA VERMELHA,2019-08-31,2019,8,42.2,20.764516,13.053548,7.525806,77.741935
692,LAGOA VERMELHA,2019-09-30,2019,9,69.5,22.733333,15.929333,10.763333,74.041667
693,LAGOA VERMELHA,2019-10-31,2019,10,237.7,24.948148,19.135385,14.332143,
694,LAGOA VERMELHA,2019-11-30,2019,11,114.3,26.99,20.191333,14.883333,69.366667
695,LAGOA VERMELHA,2019-12-31,2019,12,86.9,28.267742,21.405161,15.780645,65.024194
696,LAGOA VERMELHA,2020-01-31,2020,1,176.9,27.458065,21.36,16.448387,74.064516
697,LAGOA VERMELHA,2020-02-29,2020,2,104.0,27.462069,20.771724,15.844828,69.362069
698,LAGOA VERMELHA,2020-03-31,2020,3,17.2,28.525806,21.376129,15.412903,64.41129
699,LAGOA VERMELHA,2020-04-30,2020,4,41.8,23.51,16.615333,11.143333,68.933333
700,LAGOA VERMELHA,2020-05-31,2020,5,154.7,20.409677,13.983871,8.906452,70.806452
701,LAGOA VERMELHA,2020-06-30,2020,6,207.5,19.11,13.860667,9.96,83.666667
702,LAGOA VERMELHA,2020-07-31,2020,7,337.0,18.022581,12.035484,7.525806,80.346774
703,LAGOA VERMELHA,2020-08-31,2020,8,88.3,21.551613,14.547097,9.170968,72.306452
704,LAGOA VERMELHA,2020-09-30,2020,9,113.1,23.55,17.014,11.833333,74.075
705,LAGOA VERMELHA,2020-10-31,2020,10,38.4,26.187097,18.816667,12.73871,64.645161
706,LAGOA VERMELHA,2020-11-30,2020,11,90.2,26.173333,19.165333,13.056667,65.208333
707,LAGOA VERMELHA,2020-12-31,2020,12,106.1,27.822581,21.191613,16.048387,71.612903
708,LAGOA VERMELHA,2021-01-31,2021,1,222.1,26.377419,21.090323,17.074194,78.887097
709,LAGOA VERMELHA,2021-02-28,2021,2,67.5,26.675,20.203571,14.928571,73.116071
710,LAGOA VERMELHA,2021-03-31,2021,3,223.9,26.258065,20.212258,16.051613,78.266129
711,LAGOA VERMELHA,2021-04-30,2021,4,14.1,23.836667,17.211333,12.423333,70.866667
712,LAGOA VERMELHA,2021-05-31,2021,5,159.3,19.867742,13.079333,8.287097,76.225806
713,LAGOA VERMELHA,2021-06-30,2021,6,165.7,16.753333,12.006429,8.023333,84.15
714,LAGOA VERMELHA,2021-07-31,2021,7,46.2,17.896774,11.494667,5.793548,69.370968
715,LAGOA VERMELHA,2021-08-31,2021,8,49.4,21.525806,15.109677,10.290323,72.903226
716,LAGOA VERMELHA,2021-09-30,2021,9,194.3,22.986667,16.648,11.836667,77.725
717,LAGOA VERMELHA,2021-10-31,2021,10,123.6,22.551613,16.898065,12.258065,74.846774
718,LAGOA VERMELHA,2021-11-30,2021,11,84.3,26.636667,19.825333,14.41,66.7
719,LAGOA VERMELHA,2021-12-31,2021,12,20.8,29.119355,21.48129,15.06129,59.064516
720,BOM JESUS,2007-01-31,2007,1,156.0,25.63871,19.485161,15.580645,81.024194
721,BOM JESUS,2007-02-28,2007,2,267.5,25.4,18.948571,14.678571,80.3125
722,BOM JESUS,2007-03-31,2007,3,156.8,26.364516,20.067742,16.051613,81.475806
723,BOM JESUS,2007-04-30,2007,4,158.1,22.8,16.604667,12.55,82.291667
724,BOM JESUS,2007-05-31,2007,5,227.0,15.906452,10.363226,6.509677,86.403226
725,BOM JESUS,2007-06-30,2007,6,68.3,17.813333,11.910667,7.666667,78.641667
726,BOM JESUS,2007-07-31,2007,7,267.6,15.170968,8.794839,4.041935,77.41129
727,BOM JESUS,2007-08-31,2007,8,119.2,18.406452,11.25871,6.119355,77.443548
728,BOM JESUS,2007-09-30,2007,9,252.8,21.626667,15.078667,10.36,73.35
729,BOM JESUS,2007-10-31,2007,10,139.0,22.506452,16.487097,12.225806,81.766129
730,BOM JESUS,2007-11-30,2007,11,209.9,21.896667,15.248667,10.326667,79.166667
731,BOM JESUS,2007-12-31,2007,12,149.7,25.816129,18.561935,13.529032,81.532258
732,BOM JESUS,2008-01-31,2008,1,102.3,24.287097,18.266452,13.993548,79.387097
733,BOM JESUS,2008-02-29,2008,2,155.7,24.589655,18.057931,13.506897,80.836207
734,BOM JESUS,2008-03-31,2008,3,156.7,24.074194,17.613548,13.470968,80.822581
735,BOM JESUS,2008-04-30,2008,4,107.4,20.463333,14.387333,9.986667,81.083333
736,BOM JESUS,2008-05-31,2008,5,102.5,18.416129,11.594194,6.870968,78.387097
737,BOM JESUS,2008-06-30,2008,6,126.4,14.953333,9.246667,5.073333,82.466667
738,BOM JESUS,2008-07-31,2008,7,45.3,19.529032,12.828387,8.529032,76.322581
739,BOM JESUS,2008-08-31,2008,8,109.3,19.035484,12.399355,7.774194,77.274194
740,BOM JESUS,2008-09-30,2008,9,152.9,17.343333,10.934,6.1,78.883333
741,BOM JESUS,2008-10-31,2008,10,308.1,19.929032,14.565161,10.896774,82.983871
742,BOM JESUS,2008-11-30,2008,11,143.7,21.96,16.258667,12.4,80.625
743,BOM JESUS,2008-12-31,2008,12,112.7,24.270968,17.338065,12.690323,76.362903
744,BOM JESUS,2009-01-31,2009,1,193.5,23.741935,17.747097,13.56129,79.830645
745,BOM JESUS,2009-02-28,2009,2,127.7,25.514286,19.302857,15.371429,82.401786
746,BOM JESUS,2009-03-31,2009,3,73.5,24.5,18.321935,14.283871,82.532258
747,BOM JESUS,2009-04-30,2009,4,15.9,22.633333,15.56,10.866667,79.425
748,BOM JESUS,2009-05-31,2009,5,109.5,19.329032,12.642581,8.193548,85.0
749,BOM JESUS,2009-06-30,2009,6,88.9,15.6,8.782667,4.08,83.416667
750,BOM JESUS,2009-07-31,2009,7,143.8,15.012903,8.410323,3.819355,81.790323
751,BOM JESUS,2009-08-31,2009,8,228.1,19.906452,12.719355,7.251613,73.564516
752,BOM JESUS,2009-09-30,2009,9,528.8,17.93,12.586,8.8,85.341667
753,BOM JESUS,2009-10-31,2009,10,127.3,21.648387,14.876129,10.193548,79.919355
754,BOM JESUS,2009-11-30,2009,11,260.8,25.573333,19.680667,15.923333,82.175
755,BOM JESUS,2009-12-31,2009,12,147.8,25.403226,19.125806,15.032258,80.362903
756,BOM JESUS,2010-01-31,2010,1,331.8,25.167742,19.578065,15.864516,85.145161
757,BOM JESUS,2010-02-28,2010,2,305.3,26.678571,20.6,16.842857,80.857143
758,BOM JESUS,2010-03-31,2010,3,82.7,23.790323,18.031613,14.309677,83.120968
759,BOM JESUS,2010-04-30,2010,4,179.5,20.42,14.969333,11.213333,83.2
760,BOM JESUS,2010-05-31,2010,5,170.8,16.874194,12.087742,8.816129,88.475806
761,BOM JESUS,2010-06-30,2010,6,125.3,16.773333,10.821333,6.633333,82.941667
762,BOM JESUS,2010-07-31,2010,7,173.8,17.429032,10.950323,5.890323,79.790323
763,BOM JESUS,2010-08-31,2010,8,75.9,17.36129,11.089032,6.651613,75.0
764,BOM JESUS,2010-09-30,2010,9,180.9,19.31,13.455333,9.326667,78.283333
765,BOM JESUS,2010-10-31,2010,10,119.8,19.567742,13.058065,8.425806,78.862903
766,BOM JESUS,2010-11-30,2010,11,188.5,22.476667,15.787333,10.813333,77.15
767,BOM JESUS,2010-12-31,2010,12,94.3,24.483871,18.201935,13.5,78.290323
768,BOM JESUS,2011-01-31,2011,1,188.3,26.358065,20.040645,16.116129,81.862903
769,BOM JESUS,2011-02-28,2011,2,301.3,24.478571,19.341429,15.842857,86.196429
770,BOM JESUS,2011-03-31,2011,3,241.2,23.051613,17.163871,12.916129,83.927419
771,BOM JESUS,2011-04-30,2011,4,139.8,21.903333,15.608,11.103333,83.616667
772,BOM JESUS,2011-05-31,2011,5,79.0,17.096774,11.632258,8.180645,91.129032
773,BOM JESUS,2011-06-30,2011,6,173.8,15.04,9.502667,5.486667,89.733333
774,BOM JESUS,2011-07-31,2011,7,270.5,16.206452,10.660645,7.064516,84.766129
775,BOM JESUS,2011-08-31,2011,8,295.0,16.658065,10.989677,6.787097,82.951613
776,BOM JESUS,2011-09-30,2011,9,100.9,19.42,12.222667,6.546667,73.875
777,BOM JESUS,2011-10-31,2011,10,163.1,21.509677,15.098065,10.890323,74.951613
778,BOM JESUS,2011-11-30,2011,11,34.4,23.44,16.122667,10.826667,74.25
779,BOM JESUS,2011-12-31,2011,12,112.5,23.325806,17.062581,12.451613,75.854839
780,BOM JESUS,2012-01-31,2012,1,155.3,25.116129,18.467097,14.129032,77.120968
781,BOM JESUS,2012-02-29,2012,2,141.1,27.027586,20.587586,16.441379,78.137931
782,BOM JESUS,2012-03-31,2012,3,32.0,25.077419,17.716129,12.8,75.193548
783,BOM JESUS,2012-04-30,2012,4,47.4,21.593333,15.112,11.0,78.658333
784,BOM JESUS,2012-05-31,2012,5,46.4,20.148387,12.916129,7.63871,75.66129
785,BOM JESUS,2012-06-30,2012,6,142.8,17.54,11.025333,6.666667,79.941667
786,BOM JESUS,2012-07-31,2012,7,287.9,15.503226,9.81871,5.583871,80.846774
787,BOM JESUS,2012-08-31,2012,8,41.0,21.296774,14.390968,9.651613,71.951613
788,BOM JESUS,2012-09-30,2012,9,215.6,20.306667,13.698667,8.893333,74.65
789,BOM JESUS,2012-10-31,2012,10,148.2,22.322581,16.632258,12.464516,77.072581
790,BOM JESUS,2012-11-30,2012,11,78.2,24.553333,17.506667,12.48,71.125
791,BOM JESUS,2012-12-31,2012,12,204.9,26.503226,20.294194,15.858065,78.217742
792,BOM JESUS,2013-01-31,2013,1,116.1,24.56129,18.107097,13.664516,77.677419
793,BOM JESUS,2013-02-28,2013,2,212.1,25.0,18.93,15.25,83.017857
794,BOM JESUS,2013-03-31,2013,3,211.1,21.716129,16.366452,13.058065,84.790323
795,BOM JESUS,2013-04-30,2013,4,45.4,21.573333,14.862667,10.2,79.366667
796,BOM JESUS,2013-05-31,2013,5,75.3,19.019355,12.507742,8.203226,83.072581
797,BOM JESUS,2013-06-30,2013,6,136.4,16.486667,11.16,7.4,89.408333
798,BOM JESUS,2013-07-31,2013,7,98.4,16.877419,9.954839,5.109677,81.862903
799,BOM JESUS,2013-08-31,2013,8,415.5,16.748387,10.619355,6.032258,82.064516
800,BOM JESUS,2013-09-30,2013,9,232.1,19.586667,13.386667,9.04,78.416667
801,BOM JESUS,2013-10-31,2013,10,148.7,20.754839,14.509032,9.983871,77.717742
802,BOM JESUS,2013-11-30,2013,11,142.4,24.38,17.349333,12.373333,74.683333
803,BOM JESUS,2013-12-31,2013,12,131.2,26.625806,19.459355,14.554839,77.193548
804,BOM JESUS,2014-01-31,2014,1,229.7,27.245161,20.948387,16.509677,76.701613
805,BOM JESUS,2014-02-28,2014,2,195.0,27.042857,20.832857,16.228571,74.116071
806,BOM JESUS,2014-03-31,2014,3,173.2,23.683871,17.647742,13.574194,82.637097
807,BOM JESUS,2014-04-30,2014,4,100.1,21.193333,15.596,11.84,81.783333
808,BOM JESUS,2014-05-31,2014,5,146.0,18.235484,12.582581,9.032258,85.225806
809,BOM JESUS,2014-06-30,2014,6,346.9,16.486667,11.530667,8.106667,85.641667
810,BOM JESUS,2014-07-31,2014,7,82.0,16.941935,11.229677,7.025806,82.064516
811,BOM JESUS,2014-08-31,2014,8,132.7,20.219355,12.892903,7.174194,72.75
812,BOM JESUS,2014-09-30,2014,9,216.7,20.04,14.685333,10.746667,82.675
813,BOM JESUS,2014-10-31,2014,10,238.4,23.341935,17.070968,12.574194,79.524194
814,BOM JESUS,2014-11-30,2014,11,142.8,23.766667,17.610667,13.106667,76.841667
815,BOM JESUS,2014-12-31,2014,12,212.2,25.083871,19.16129,14.670968,82.459677
816,BOM JESUS,2015-01-31,2015,1,200.3,26.051613,20.223226,16.193548,84.387097
817,BOM JESUS,2015-02-28,2015,2,124.5,25.55,19.495714,15.6,83.616071
818,BOM JESUS,2015-03-31,2015,3,105.0,23.922581,18.219355,14.367742,81.733871
819,BOM JESUS,2015-04-30,2015,4,127.4,21.1,15.574667,11.746667,82.775
820,BOM JESUS,2015-05-31,2015,5,132.9,18.348387,13.07871,9.606452,85.016129
821,BOM JESUS,2015-06-30,2015,6,154.2,17.563333,11.360667,6.74,82.05
822,BOM JESUS,2015-07-31,2015,7,310.9,16.806452,12.024516,8.374194,87.25
823,BOM JESUS,2015-08-31,2015,8,52.4,21.935484,15.695484,11.380645,73.903226
824,BOM JESUS,2015-09-30,2015,9,328.4,20.04,14.113333,9.813333,81.116667
825,BOM JESUS,2015-10-31,2015,10,377.3,21.277419,15.732903,11.625806,83.975806
826,BOM JESUS,2015-11-30,2015,11,142.4,22.14,16.617333,12.9,83.633333
827,BOM JESUS,2015-12-31,2015,12,253.9,25.058065,19.847742,15.858065,83.5
828,BOM JESUS,2016-01-31,2016,1,166.5,26.354839,20.211613,15.8,78.475806
829,BOM JESUS,2016-02-29,2016,2,217.9,26.255172,20.627586,16.496552,81.267241
830,BOM JESUS,2016-03-31,2016,3,166.0,23.283871,17.445161,13.735484,83.306452
831,BOM JESUS,2016-04-30,2016,4,174.9,23.96,18.26,14.6,80.916667
832,BOM JESUS,2016-05-31,2016,5,85.0,16.354839,11.230968,7.116129,85.516129
833,BOM JESUS,2016-06-30,2016,6,22.3,14.406667,7.721333,3.526667,85.65
834,BOM JESUS,2016-07-31,2016,7,197.3,17.516129,10.76129,5.448387,77.516129
835,BOM JESUS,2016-08-31,2016,8,118.3,19.041379,12.606897,7.77931,
836,BOM JESUS,2016-09-30,2016,9,72.1,19.813333,12.416,6.813333,73.425
837,BOM JESUS,2016-10-31,2016,10,344.8,20.903226,14.792258,10.245161,77.887097
838,BOM JESUS,2016-11-30,2016,11,84.2,23.68,16.585333,10.893333,71.925
839,BOM JESUS,2016-12-31,2016,12,199.7,25.187097,19.274839,14.593548,75.016129
840,BOM JESUS,2017-01-31,2017,1,168.1,26.219355,20.23871,15.819355,77.258065
841,BOM JESUS,2017-02-28,2017,2,83.4,26.957143,21.14,16.985714,77.0
842,BOM JESUS,2017-03-31,2017,3,103.8,23.819355,18.030968,14.096774,80.120968
843,BOM JESUS,2017-04-30,2017,4,151.7,20.866667,15.186667,10.96,78.883333
844,BOM JESUS,2017-05-31,2017,5,210.6,18.819355,14.011613,10.477419,85.830645
845,BOM JESUS,2017-06-30,2017,6,165.8,18.426667,12.184,7.906667,81.433333
846,BOM JESUS,2017-07-31,2017,7,10.6,19.121429,11.89,7.021429,75.861111
847,BOM JESUS,2017-08-31,2017,8,51.2,20.364286,13.531429,8.528571,
848,BOM JESUS,2017-09-30,2017,9,130.3,24.193333,17.622667,12.693333,70.041667
849,BOM JESUS,2017-10-31,2017,10,238.8,21.696774,15.731613,10.845161,75.314516
850,BOM JESUS,2017-11-30,2017,11,188.6,22.746667,16.269333,10.373333,70.025
851,BOM JESUS,2017-12-31,2017,12,118.2,26.232258,19.465806,14.554839,74.733871
852,BOM JESUS,2018-01-31,2018,1,209.1,24.909677,19.410323,15.264516,79.217742
853,BOM JESUS,2018-02-28,2018,2,108.9,25.357143,18.534286,13.764286,76.446429
854,BOM JESUS,2018-03-31,2018,3,150.6,24.851613,19.021935,14.625806,78.935484
855,BOM JESUS,2018-04-30,2018,4,19.3,24.406667,17.945333,13.213333,76.358333
856,BOM JESUS,2018-05-31,2018,5,122.4,19.690323,13.456774,9.0,81.16129
857,BOM JESUS,2018-06-30,2018,6,213.9,15.185714,10.214286,6.292857,88.017857
858,BOM JESUS,2018-07-31,2018,7,265.3,18.419355,12.109677,7.774194,80.0
859,BOM JESUS,2018-08-31,2018,8,129.6,16.678571,10.72,5.942857,79.6875
860,BOM JESUS,2018-09-30,2018,9,280.5,20.693333,14.968,10.913333,79.716667
861,BOM JESUS,2018-10-31,2018,10,248.0,21.419355,15.28129,11.258065,81.314516
862,BOM JESUS,2018-11-30,2018,11,144.4,24.693333,17.9,12.826667,75.058333
863,BOM JESUS,2018-12-31,2018,12,151.5,26.63871,19.55871,14.483871,71.806452
864,BOM JESUS,2019-01-31,2019,1,199.1,27.819355,21.810323,17.348387,78.346774
865,BOM JESUS,2019-02-28,2019,2,166.6,25.014286,19.008571,14.671429,79.508929
866,BOM JESUS,2019-03-31,2019,3,71.4,23.696774,17.994839,13.787097,80.717742
867,BOM JESUS,2019-04-30,2019,4,144.7,22.44,17.037333,13.006667,84.675
868,BOM JESUS,2019-05-31,2019,5,269.7,20.03871,14.828387,11.451613,89.733871
869,BOM JESUS,2019-06-30,2019,6,22.1,20.273333,13.964,9.08,80.9
870,BOM JESUS,2019-07-31,2019,7,54.2,16.317241,10.896552,7.510345,80.551724
871,BOM JESUS,2019-08-31,2019,8,39.1,19.225806,11.596129,6.0,74.379032
872,BOM JESUS,2019-09-30,2019,9,87.5,20.535714,13.887143,9.335714,79.767857
873,BOM JESUS,2019-10-31,2019,10,264.5,22.722581,16.722581,12.432258,77.91129
874,BOM JESUS,2019-11-30,2019,11,169.2,24.506667,17.904,13.213333,75.791667
875,BOM JESUS,2019-12-31,2019,12,85.0,26.716129,19.374667,13.790323,68.209677
876,BOM JESUS,2020-01-31,2020,1,192.3,25.793548,19.709677,15.116129,75.290323
877,BOM JESUS,2020-02-29,2020,2,81.8,25.158621,18.73931,14.110345,74.413793
878,BOM JESUS,2020-03-31,2020,3,14.4,26.825806,19.345161,14.145161,68.862903
