País de Origem,País de Destino,Ano,Quantidade (L),Valor (US$)
Brasil,México,2012,0,0
Brasil,México,2013,0,0
Brasil,México,2014,1521,24336
Brasil,México,2015,0,0
Brasil,México,2016,0,0
Brasil,México,2017,664,2292
Brasil,México,2018,2748,9744
Brasil,México,2019,4,4
Brasil,México,2020,24,226
Brasil,México,2021,9,2
Brasil,Montenegro,2007,0,0
Brasil,Montenegro,2008,0,0
Brasil,Montenegro,2009,0,0
Brasil,Montenegro,2010,0,0
Brasil,Montenegro,2011,0,0
Brasil,Montenegro,2012,0,0
Brasil,Montenegro,2013,0,0
Brasil,Montenegro,2014,0,0
Brasil,Montenegro,2015,0,0
Brasil,Montenegro,2016,0,0
Brasil,Montenegro,2017,0,0
Brasil,Montenegro,2018,0,0
Brasil,Montenegro,2019,9,46
Brasil,Montenegro,2020,9,20
Brasil,Montenegro,2021,14,65
Brasil,Namíbia,2007,0,0
Brasil,Namíbia,2008,340,722
Brasil,Namíbia,2009,0,0
Brasil,Namíbia,2010,0,0
Brasil,Namíbia,2011,0,0
Brasil,Namíbia,2012,0,0
Brasil,Namíbia,2013,0,0
Brasil,Namíbia,2014,0,0
Brasil,Namíbia,2015,0,0
Brasil,Namíbia,2016,0,0
Brasil,Namíbia,2017,0,0
Brasil,Namíbia,2018,0,0
Brasil,Namíbia,2019,0,0
Brasil,Namíbia,2020,0,0
Brasil,Namíbia,2021,0,0
Brasil,Nicarágua,2007,0,0
Brasil,Nicarágua,2008,0,0
Brasil,Nicarágua,2009,24,24
Brasil,Nicarágua,2010,0,0
Brasil,Nicarágua,2011,0,0
Brasil,Nicarágua,2012,0,0
Brasil,Nicarágua,2013,0,0
Brasil,Nicarágua,2014,0,0
Brasil,Nicarágua,2015,0,0
Brasil,Nicarágua,2016,0,0
Brasil,Nicarágua,2017,0,0
Brasil,Nicarágua,2018,0,0
Brasil,Nicarágua,2019,0,0
Brasil,Nicarágua,2020,0,0
Brasil,Nicarágua,2021,0,0
Brasil,Nigéria,2007,0,0
Brasil,Nigéria,2008,7560,10920
Brasil,Nigéria,2009,41,115
Brasil,Nigéria,2010,0,0
Brasil,Nigéria,2011,54,210
Brasil,Nigéria,2012,6449,10196
Brasil,Nigéria,2013,1350,2245
Brasil,Nigéria,2014,0,0
Brasil,Nigéria,2015,0,0
Brasil,Nigéria,2016,0,0
Brasil,Nigéria,2017,0,0
Brasil,Nigéria,2018,5175,6250
Brasil,Nigéria,2019,28437,38555
Brasil,Nigéria,2020,12094,26514
Brasil,Nigéria,2021,68247,113172
Brasil,Noruega,2007,10044,10044
Brasil,Noruega,2008,0,0
Brasil,Noruega,2009,0,0
Brasil,Noruega,2010,0,0
Brasil,Noruega,2011,10268,78688
Brasil,Noruega,2012,5104,31515
Brasil,Noruega,2013,2375,19008
Brasil,Noruega,2014,7179,50464
Brasil,Noruega,2015,1058,6021
Brasil,Noruega,2016,0,0
Brasil,Noruega,2017,0,0
Brasil,Noruega,2018,1295,9847
Brasil,Noruega,2019,628,3139
Brasil,Noruega,2020,1859,15134
Brasil,Noruega,2021,1878,8320
Brasil,Nova Caledônia,2007,0,0
Brasil,Nova Caledônia,2008,0,0
Brasil,Nova Caledônia,2009,0,0
Brasil,Nova Caledônia,2010,0,0
Brasil,Nova Caledônia,2011,0,0
Brasil,Nova Caledônia,2012,0,0
Brasil,Nova Caledônia,2013,0,0
Brasil,Nova Caledônia,2014,0,0
Brasil,Nova Caledônia,2015,0,0
Brasil,Nova Caledônia,2016,0,0
Brasil,Nova Caledônia,2017,0,0
Brasil,Nova Caledônia,2018,0,0
Brasil,Nova Caledônia,2019,0,0
Brasil,Nova Caledônia,2020,0,0
Brasil,Nova Caledônia,2021,7227,11924
Brasil,Nova Zelândia,2007,0,0
Brasil,Nova Zelândia,2008,0,0
Brasil,Nova Zelândia,2009,0,0
Brasil,Nova Zelândia,2010,0,0
Brasil,Nova Zelândia,2011,2587,7992
Brasil,Nova Zelândia,2012,2364,8817
Brasil,Nova Zelândia,2013,1004,4092
Brasil,Nova Zelândia,2014,2800,13675
Brasil,Nova Zelândia,2015,809,3476
Brasil,Nova Zelândia,2016,504,9472
Brasil,Nova Zelândia,2017,1678,8140
Brasil,Nova Zelândia,2018,969,5565
Brasil,Nova Zelândia,2019,500,2832
Brasil,Nova Zelândia,2020,95,515
Brasil,Nova Zelândia,2021,657,10477
Brasil,Países Baixos,2007,181046,364751
Brasil,Países Baixos,2008,340412,783635
Brasil,Países Baixos,2009,171654,136991
Brasil,Países Baixos,2010,87368,302182
Brasil,Países Baixos,2011,125414,395356
Brasil,Países Baixos,2012,134879,539641
Brasil,Países Baixos,2013,57792,255690
Brasil,Países Baixos,2014,165289,773767
Brasil,Países Baixos,2015,44987,186464
Brasil,Países Baixos,2016,42953,190203
Brasil,Países Baixos,2017,0,0
Brasil,Países Baixos,2018,9451,32395
Brasil,Países Baixos,2019,44882,148031
Brasil,Países Baixos,2020,248,1532
Brasil,Países Baixos,2021,3791,8484
Brasil,Panamá,2007,810,1030
Brasil,Panamá,2008,1161,1882
Brasil,Panamá,2009,24,30
Brasil,Panamá,2010,0,0
Brasil,Panamá,2011,0,0
Brasil,Panamá,2012,39,2262
Brasil,Panamá,2013,0,0
Brasil,Panamá,2014,0,0
Brasil,Panamá,2015,0,0
Brasil,Panamá,2016,0,0
Brasil,Panamá,2017,0,0
Brasil,Panamá,2018,1183,3117
Brasil,Panamá,2019,7918,29017
Brasil,Panamá,2020,10821,28372
Brasil,Panamá,2021,29520,48444
Brasil,Paraguai,2007,1285459,801519
Brasil,Paraguai,2008,2191901,1374088
Brasil,Paraguai,2009,486927,392087
Brasil,Paraguai,2010,510989,449197
Brasil,Paraguai,2011,240168,276281
Brasil,Paraguai,2012,354824,428279
Brasil,Paraguai,2013,481564,680828
Brasil,Paraguai,2014,521847,908028
Brasil,Paraguai,2015,495428,741370
Brasil,Paraguai,2016,985739,1655417
Brasil,Paraguai,2017,2393468,4274650
Brasil,Paraguai,2018,3234168,5494321
Brasil,Paraguai,2019,2419537,3826587
Brasil,Paraguai,2020,3299013,3869243
Brasil,Paraguai,2021,6522527,7192362
Brasil,Peru,2007,0,0
Brasil,Peru,2008,0,0
Brasil,Peru,2009,0,0
Brasil,Peru,2010,0,0
Brasil,Peru,2011,0,0
Brasil,Peru,2012,0,0
Brasil,Peru,2013,0,0
Brasil,Peru,2014,0,0
Brasil,Peru,2015,0,0
Brasil,Peru,2016,0,0
Brasil,Peru,2017,0,0
Brasil,Peru,2018,5193,19372
Brasil,Peru,2019,9755,17310
Brasil,Peru,2020,0,0
Brasil,Peru,2021,9720,17107
Brasil,Polônia,2007,0,0
Brasil,Polônia,2008,20290,58353
Brasil,Polônia,2009,6982,35797
Brasil,Polônia,2010,20464,95198
Brasil,Polônia,2011,11732,50684
Brasil,Polônia,2012,21663,89158
Brasil,Polônia,2013,19249,90960
Brasil,Polônia,2014,30181,107957
Brasil,Polônia,2015,11654,42781
Brasil,Polônia,2016,11457,35402
Brasil,Polônia,2017,0,0
Brasil,Polônia,2018,720,4679
Brasil,Polônia,2019,5,11
Brasil,Polônia,2020,74,86
Brasil,Polônia,2021,4,14
Brasil,Porto Rico,2007,0,0
Brasil,Porto Rico,2008,0,0
Brasil,Porto Rico,2009,0,0
Brasil,Porto Rico,2010,0,0
Brasil,Porto Rico,2011,0,0
Brasil,Porto Rico,2012,0,0
Brasil,Porto Rico,2013,0,0
Brasil,Porto Rico,2014,0,0
Brasil,Porto Rico,2015,0,0
Brasil,Porto Rico,2016,0,0
Brasil,Porto Rico,2017,0,0
Brasil,Porto Rico,2018,0,0
Brasil,Porto Rico,2019,0,0
Brasil,Porto Rico,2020,0,0
Brasil,Porto Rico,2021,0,0
Brasil,Portugal,2007,109074,165282
Brasil,Portugal,2008,49090,48942
Brasil,Portugal,2009,141000,168923
Brasil,Portugal,2010,4577,18970
Brasil,Portugal,2011,95,1031
Brasil,Portugal,2012,47172,47022
Brasil,Portugal,2013,23810,17627
Brasil,Portugal,2014,71544,79141
Brasil,Portugal,2015,47736,42586
Brasil,Portugal,2016,0,0
Brasil,Portugal,2017,0,0
Brasil,Portugal,2018,0,0
Brasil,Portugal,2019,18328,72413
Brasil,Portugal,2020,7958,34518
Brasil,Portugal,2021,6358,42633
Brasil,Quênia,2007,10600,13860
Brasil,Quênia,2008,0,0
Brasil,Quênia,2009,0,0
Brasil,Quênia,2010,0,0
Brasil,Quênia,2011,0,0
Brasil,Quênia,2012,94,458
Brasil,Quênia,2013,6,4
Brasil,Quênia,2014,0,0
Brasil,Quênia,2015,0,0
Brasil,Quênia,2016,0,0
Brasil,Quênia,2017,0,0
Brasil,Quênia,2018,6771,31225
Brasil,Quênia,2019,0,0
Brasil,Quênia,2020,0,0
Brasil,Quênia,2021,0,0
Brasil,Reino Unido,2007,84613,144244
Brasil,Reino Unido,2008,100097,155076
Brasil,Reino Unido,2009,30092,68788
Brasil,Reino Unido,2010,123624,295690
Brasil,Reino Unido,2011,122629,285642
Brasil,Reino Unido,2012,82937,334856
Brasil,Reino Unido,2013,59161,305005
Brasil,Reino Unido,2014,305807,1373747
Brasil,Reino Unido,2015,68382,308407
Brasil,Reino Unido,2016,117044,536681
Brasil,Reino Unido,2017,60711,242883
Brasil,Reino Unido,2018,67708,296827
Brasil,Reino Unido,2019,34295,164592
Brasil,Reino Unido,2020,22913,82722
Brasil,Reino Unido,2021,25316,122394
Brasil,República Dominicana,2007,601,2438
Brasil,República Dominicana,2008,0,0
Brasil,República Dominicana,2009,0,0
Brasil,República Dominicana,2010,0,0
Brasil,República Dominicana,2011,0,0
Brasil,República Dominicana,2012,0,0
Brasil,República Dominicana,2013,0,0
Brasil,República Dominicana,2014,0,0
Brasil,República Dominicana,2015,0,0
Brasil,República Dominicana,2016,0,0
Brasil,República Dominicana,2017,0,0
Brasil,República Dominicana,2018,0,0
Brasil,República Dominicana,2019,0,0
Brasil,República Dominicana,2020,0,0
Brasil,República Dominicana,2021,0,0
Brasil,Rússia,2007,266400,173160
Brasil,Rússia,2008,6207658,2352768
Brasil,Rússia,2009,21912914,5732280
Brasil,Rússia,2010,0,0
Brasil,Rússia,2011,0,0
Brasil,Rússia,2012,4528176,2103968
Brasil,Rússia,2013,5893291,14795694
Brasil,Rússia,2014,190656,61440
Brasil,Rússia,2015,47664,18240
Brasil,Rússia,2016,0,0
Brasil,Rússia,2017,0,0
Brasil,Rússia,2018,0,0
Brasil,Rússia,2019,0,0
Brasil,Rússia,2020,1463,8550
Brasil,Rússia,2021,181931,312926
Brasil,São Tomé e Príncipe,2007,0,0
Brasil,São Tomé e Príncipe,2008,0,0
Brasil,São Tomé e Príncipe,2009,0,0
Brasil,São Tomé e Príncipe,2010,0,0
Brasil,São Tomé e Príncipe,2011,0,0
Brasil,São Tomé e Príncipe,2012,0,0
Brasil,São Tomé e Príncipe,2013,0,0
Brasil,São Tomé e Príncipe,2014,0,0
Brasil,São Tomé e Príncipe,2015,0,0
Brasil,São Tomé e Príncipe,2016,0,0
Brasil,São Tomé e Príncipe,2017,0,0
Brasil,São Tomé e Príncipe,2018,2184,2357
Brasil,São Tomé e Príncipe,2019,0,0
Brasil,São Tomé e Príncipe,2020,0,0
Brasil,São Tomé e Príncipe,2021,0,0
Brasil,São Vicente e Granadinas,2007,0,0
Brasil,São Vicente e Granadinas,2008,0,0
Brasil,São Vicente e Granadinas,2009,0,0
Brasil,São Vicente e Granadinas,2010,0,0
Brasil,São Vicente e Granadinas,2011,0,0
Brasil,São Vicente e Granadinas,2012,0,0
Brasil,São Vicente e Granadinas,2013,0,0
Brasil,São Vicente e Granadinas,2014,0,0
Brasil,São Vicente e Granadinas,2015,0,0
Brasil,São Vicente e Granadinas,2016,0,0
Brasil,São Vicente e Granadinas,2017,0,0
Brasil,São Vicente e Granadinas,2018,0,0
Brasil,São Vicente e Granadinas,2019,0,0
Brasil,São Vicente e Granadinas,2020,0,0
Brasil,São Vicente e Granadinas,2021,8,48
Brasil,Senegal,2007,0,0
Brasil,Senegal,2008,0,0
Brasil,Senegal,2009,0,0
Brasil,Senegal,2010,0,0
Brasil,Senegal,2011,0,0
Brasil,Senegal,2012,0,0
Brasil,Senegal,2013,0,0
Brasil,Senegal,2014,0,0
Brasil,Senegal,2015,0,0
Brasil,Senegal,2016,0,0
Brasil,Senegal,2017,0,0
Brasil,Senegal,2018,0,0
Brasil,Senegal,2019,0,0
Brasil,Senegal,2020,0,0
Brasil,Senegal,2021,0,0
Brasil,Serra Leoa,2007,0,0
Brasil,Serra Leoa,2008,0,0
Brasil,Serra Leoa,2009,0,0
Brasil,Serra Leoa,2010,0,0
Brasil,Serra Leoa,2011,0,0
Brasil,Serra Leoa,2012,0,0
Brasil,Serra Leoa,2013,0,0
Brasil,Serra Leoa,2014,0,0
Brasil,Serra Leoa,2015,0,0
Brasil,Serra Leoa,2016,0,0
Brasil,Serra Leoa,2017,0,0
Brasil,Serra Leoa,2018,0,0
Brasil,Serra Leoa,2019,18,717
Brasil,Serra Leoa,2020,9240,13050
Brasil,Serra Leoa,2021,6525,12955
Brasil,Singapura,2007,7270,17864
Brasil,Singapura,2008,1233,4699
Brasil,Singapura,2009,2419,6110
Brasil,Singapura,2010,1533,5504
Brasil,Singapura,2011,911,3317
Brasil,Singapura,2012,1212,5310
Brasil,Singapura,2013,766,5779
Brasil,Singapura,2014,541,3887
Brasil,Singapura,2015,1116,2774
Brasil,Singapura,2016,5445,13199
Brasil,Singapura,2017,0,0
Brasil,Singapura,2018,3298,11616
Brasil,Singapura,2019,5044,19099
Brasil,Singapura,2020,4049,9316
Brasil,Singapura,2021,4504,14346
Brasil,Suazilândia,2007,0,0
Brasil,Suazilândia,2008,0,0
Brasil,Suazilândia,2009,0,0
Brasil,Suazilândia,2010,0,0
Brasil,Suazilândia,2011,0,0
Brasil,Suazilândia,2012,0,0
Brasil,Suazilândia,2013,0,0
Brasil,Suazilândia,2014,0,0
Brasil,Suazilândia,2015,0,0
Brasil,Suazilândia,2016,0,0
Brasil,Suazilândia,2017,0,0
Brasil,Suazilândia,2018,0,0
Brasil,Suazilândia,2019,0,0
Brasil,Suazilândia,2020,0,0
Brasil,Suazilândia,2021,10,24
Brasil,Suécia,2007,919,2448
Brasil,Suécia,2008,26984,84564
Brasil,Suécia,2009,28334,52826
Brasil,Suécia,2010,0,0
Brasil,Suécia,2011,1641,14476
Brasil,Suécia,2012,2705,17280
Brasil,Suécia,2013,3195,20183
Brasil,Suécia,2014,10404,51057
Brasil,Suécia,2015,1412,6404
Brasil,Suécia,2016,291,1214
Brasil,Suécia,2017,15445,64953
Brasil,Suécia,2018,8062,34563
Brasil,Suécia,2019,28,761
Brasil,Suécia,2020,6,24
Brasil,Suécia,2021,23,74
Brasil,Suíça,2007,26090,70716
Brasil,Suíça,2008,54384,216317
Brasil,Suíça,2009,27653,81319
Brasil,Suíça,2010,2025,21600
Brasil,Suíça,2011,0,0
Brasil,Suíça,2012,4014,47240
Brasil,Suíça,2013,2997,29785
Brasil,Suíça,2014,27933,231762
Brasil,Suíça,2015,15872,85790
Brasil,Suíça,2016,4230,33340
Brasil,Suíça,2017,6525,74816
Brasil,Suíça,2018,0,0
Brasil,Suíça,2019,2223,28503
Brasil,Suíça,2020,2827,27930
Brasil,Suíça,2021,627,6999
Brasil,Suriname,2007,2700,4603
Brasil,Suriname,2008,900,1625
Brasil,Suriname,2009,3830,12918
Brasil,Suriname,2010,1836,1269
Brasil,Suriname,2011,3774,3735
Brasil,Suriname,2012,396,1288
Brasil,Suriname,2013,1800,2960
Brasil,Suriname,2014,6,19
Brasil,Suriname,2015,453,713
Brasil,Suriname,2016,900,1375
Brasil,Suriname,2017,3690,5638
Brasil,Suriname,2018,0,0
Brasil,Suriname,2019,3206,4741
Brasil,Suriname,2020,4185,5277
Brasil,Suriname,2021,900,1472
Brasil,Tailândia,2007,839,2020
Brasil,Tailândia,2008,0,0
Brasil,Tailândia,2009,0,0
Brasil,Tailândia,2010,0,0
Brasil,Tailândia,2011,0,0
Brasil,Tailândia,2012,0,0
Brasil,Tailândia,2013,0,0
Brasil,Tailândia,2014,0,0
Brasil,Tailândia,2015,0,0
Brasil,Tailândia,2016,0,0
Brasil,Tailândia,2017,0,0
Brasil,Tailândia,2018,8,45
Brasil,Tailândia,2019,128,832
Brasil,Tailândia,2020,534,1753
Brasil,Tailândia,2021,1334,2529
Brasil,Taiwan (Formosa),2007,6377,11214
Brasil,Taiwan (Formosa),2008,10030,18679
Brasil,Taiwan (Formosa),2009,0,0
Brasil,Taiwan (Formosa),2010,0,0
Brasil,Taiwan (Formosa),2011,4500,10600
Brasil,Taiwan (Formosa),2012,0,0
Brasil,Taiwan (Formosa),2013,0,0
Brasil,Taiwan (Formosa),2014,12519,67907
Brasil,Taiwan (Formosa),2015,7200,23940
Brasil,Taiwan (Formosa),2016,16967,80379
Brasil,Taiwan (Formosa),2017,14988,43954
Brasil,Taiwan (Formosa),2018,7589,18421
Brasil,Taiwan (Formosa),2019,12,67
Brasil,Taiwan (Formosa),2020,963,4673
Brasil,Taiwan (Formosa),2021,1313,8153
Brasil,Tanzânia,2007,0,0
Brasil,Tanzânia,2008,0,0
Brasil,Tanzânia,2009,0,0
Brasil,Tanzânia,2010,0,0
Brasil,Tanzânia,2011,0,0
Brasil,Tanzânia,2012,0,0
Brasil,Tanzânia,2013,0,0
Brasil,Tanzânia,2014,0,0
Brasil,Tanzânia,2015,0,0
Brasil,Tanzânia,2016,0,0
Brasil,Tanzânia,2017,0,0
Brasil,Tanzânia,2018,0,0
Brasil,Tanzânia,2019,0,0
Brasil,Tanzânia,2020,0,0
Brasil,Tanzânia,2021,0,0
Brasil,República Tcheca,2007,85303,189620
Brasil,República Tcheca,2008,17135,64709
Brasil,República Tcheca,2009,9269,43902
Brasil,República Tcheca,2010,1091,5285
Brasil,República Tcheca,2011,6846,37271
Brasil,República Tcheca,2012,7960,27789
Brasil,República Tcheca,2013,3697,23549
Brasil,República Tcheca,2014,4500,35005
Brasil,República Tcheca,2015,2297,15304
Brasil,República Tcheca,2016,3837,28473
Brasil,República Tcheca,2017,2746,16947
Brasil,República Tcheca,2018,2712,20980
Brasil,República Tcheca,2019,2115,16391
Brasil,República Tcheca,2020,563,4805
Brasil,República Tcheca,2021,456,5988
Brasil,Togo,2007,11,11
Brasil,Togo,2008,5160,7800
Brasil,Togo,2009,0,0
Brasil,Togo,2010,0,0
Brasil,Togo,2011,0,0
Brasil,Togo,2012,0,0
Brasil,Togo,2013,0,0
Brasil,Togo,2014,0,0
Brasil,Togo,2015,0,0
Brasil,Togo,2016,0,0
Brasil,Togo,2017,0,0
Brasil,Togo,2018,0,0
Brasil,Togo,2019,0,0
Brasil,Togo,2020,0,0
Brasil,Togo,2021,1890,2012
Brasil,Trinidad e Tobago,2007,0,0
Brasil,Trinidad e Tobago,2008,0,0
Brasil,Trinidad e Tobago,2009,0,0
Brasil,Trinidad e Tobago,2010,0,0
Brasil,Trinidad e Tobago,2011,0,0
Brasil,Trinidad e Tobago,2012,531,2720
Brasil,Trinidad e Tobago,2013,0,0
Brasil,Trinidad e Tobago,2014,360,1600
Brasil,Trinidad e Tobago,2015,0,0
Brasil,Trinidad e Tobago,2016,0,0
Brasil,Trinidad e Tobago,2017,0,0
Brasil,Trinidad e Tobago,2018,0,0
Brasil,Trinidad e Tobago,2019,0,0
Brasil,Trinidad e Tobago,2020,0,0
Brasil,Trinidad e Tobago,2021,0,0
Brasil,Tunísia,2007,0,0
Brasil,Tunísia,2008,0,0
Brasil,Tunísia,2009,0,0
Brasil,Tunísia,2010,0,0
Brasil,Tunísia,2011,0,0
Brasil,Tunísia,2012,0,0
Brasil,Tunísia,2013,0,0
Brasil,Tunísia,2014,0,0
Brasil,Tunísia,2015,0,0
Brasil,Tunísia,2016,0,0
Brasil,Tunísia,2017,0,0
Brasil,Tunísia,2018,0,0
Brasil,Tunísia,2019,0,0
Brasil,Tunísia,2020,0,0
Brasil,Tunísia,2021,0,0
Brasil,Turquia,2007,0,0
Brasil,Turquia,2008,0,0
Brasil,Turquia,2009,0,0
Brasil,Turquia,2010,0,0
Brasil,Turquia,2011,0,0
Brasil,Turquia,2012,0,0
Brasil,Turquia,2013,0,0
Brasil,Turquia,2014,0,0
Brasil,Turquia,2015,0,0
Brasil,Turquia,2016,0,0
Brasil,Turquia,2017,0,0
Brasil,Turquia,2018,360,150
Brasil,Turquia,2019,115,209
Brasil,Turquia,2020,0,0
Brasil,Turquia,2021,343,878
Brasil,Tuvalu,2007,0,0
Brasil,Tuvalu,2008,0,0
Brasil,Tuvalu,2009,0,0
Brasil,Tuvalu,2010,0,0
Brasil,Tuvalu,2011,0,0
Brasil,Tuvalu,2012,0,0
Brasil,Tuvalu,2013,0,0
Brasil,Tuvalu,2014,0,0
Brasil,Tuvalu,2015,0,0
Brasil,Tuvalu,2016,0,0
Brasil,Tuvalu,2017,0,0
Brasil,Tuvalu,2018,0,0
Brasil,Tuvalu,2019,0,0
Brasil,Tuvalu,2020,2,4
Brasil,Tuvalu,2021,0,0
Brasil,Uruguai,2007,0,0
Brasil,Uruguai,2008,0,0
Brasil,Uruguai,2009,0,0
Brasil,Uruguai,2010,914,2929
Brasil,Uruguai,2011,1238,4404
Brasil,Uruguai,2012,1135,3879
Brasil,Uruguai,2013,1526,13343
Brasil,Uruguai,2014,0,0
Brasil,Uruguai,2015,0,0
Brasil,Uruguai,2016,0,0
Brasil,Uruguai,2017,0,0
Brasil,Uruguai,2018,7711,29617
Brasil,Uruguai,2019,6180,18497
Brasil,Uruguai,2020,0,0
Brasil,Uruguai,2021,136774,149842
Brasil,Vanuatu,2007,0,0
Brasil,Vanuatu,2008,0,0
Brasil,Vanuatu,2009,0,0
Brasil,Vanuatu,2010,0,0
Brasil,Vanuatu,2011,0,0
Brasil,Vanuatu,2012,0,0
Brasil,Vanuatu,2013,0,0
Brasil,Vanuatu,2014,0,0
Brasil,Vanuatu,2015,0,0
Brasil,Vanuatu,2016,0,0
Brasil,Vanuatu,2017,0,0
Brasil,Vanuatu,2018,0,0
Brasil,Vanuatu,2019,0,0
Brasil,Vanuatu,2020,18,31
Brasil,Vanuatu,2021,0,0
Brasil,Venezuela,2007,20700,27370
Brasil,Venezuela,2008,0,0
Brasil,Venezuela,2009,0,0
Brasil,Venezuela,2010,0,0
Brasil,Venezuela,2011,0,0
Brasil,Venezuela,2012,1029,7492
Brasil,Venezuela,2013,0,0
Brasil,Venezuela,2014,14,232
Brasil,Venezuela,2015,0,0
Brasil,Venezuela,2016,0,0
Brasil,Venezuela,2017,680,2646
Brasil,Venezuela,2018,71,355
Brasil,Venezuela,2019,0,0
Brasil,Venezuela,2020,4086,9808
Brasil,Venezuela,2021,26415,35944
Brasil,Vietnã,2007,0,0
Brasil,Vietnã,2008,0,0
Brasil,Vietnã,2009,743,2143
Brasil,Vietnã,2010,8820,9977
Brasil,Vietnã,2011,0,0
Brasil,Vietnã,2012,0,0
Brasil,Vietnã,2013,0,0
Brasil,Vietnã,2014,0,0
Brasil,Vietnã,2015,0,0
Brasil,Vietnã,2016,0,0
Brasil,Vietnã,2017,0,0
Brasil,Vietnã,2018,0,0
Brasil,Vietnã,2019,20,32
Brasil,Vietnã,2020,86,584
Brasil,Vietnã,2021,0,0
