Country Name,GDP
Alemanha,45064.0979804907
China,7270.556755120858
Espanha,29793.133783823832
Estados Unidos,55932.76093510206
Haiti,1339.8225117421139
Japão,40786.53306615113
Paraguai,5445.75824243028
Países Baixos,51877.332404104796
Reino Unido,43442.22401422548
Rússia,11580.153971354166
