Country of Origin,Country Name,Year,Quantity (KG),Value (US),Country,Continent
Brasil,Comores,2021,0,0,Comoros,Africa
Brasil,Congo,2007,0,0,Congo,Africa
Brasil,Congo,2008,0,0,Congo,Africa
Brasil,Congo,2009,0,0,Congo,Africa
Brasil,Congo,2010,0,0,Congo,Africa
Brasil,Congo,2011,360,570,Congo,Africa
Brasil,Congo,2012,0,0,Congo,Africa
Brasil,Congo,2013,0,0,Congo,Africa
Brasil,Congo,2014,0,0,Congo,Africa
Brasil,Congo,2015,0,0,Congo,Africa
Brasil,Congo,2016,0,0,Congo,Africa
Brasil,Congo,2017,0,0,Congo,Africa
Brasil,Congo,2018,0,0,Congo,Africa
Brasil,Congo,2019,0,0,Congo,Africa
Brasil,Congo,2020,0,0,Congo,Africa
Brasil,Congo,2021,0,0,Congo,Africa
Brasil,Coreia do Sul,2007,1012,4650,South Korea,Asia
Brasil,Coreia do Sul,2008,3520,14366,South Korea,Asia
Brasil,Coreia do Sul,2009,0,0,South Korea,Asia
Brasil,Coreia do Sul,2010,0,0,South Korea,Asia
Brasil,Coreia do Sul,2011,0,0,South Korea,Asia
Brasil,Coreia do Sul,2012,0,0,South Korea,Asia
Brasil,Coreia do Sul,2013,0,0,South Korea,Asia
Brasil,Coreia do Sul,2014,0,0,South Korea,Asia
Brasil,Coreia do Sul,2015,0,0,South Korea,Asia
Brasil,Coreia do Sul,2016,8,20,South Korea,Asia
Brasil,Coreia do Sul,2017,0,0,South Korea,Asia
Brasil,Coreia do Sul,2018,120,109,South Korea,Asia
Brasil,Coreia do Sul,2019,70,194,South Korea,Asia
Brasil,Coreia do Sul,2020,103,433,South Korea,Asia
Brasil,Coreia do Sul,2021,67,100,South Korea,Asia
Brasil,Costa do Marfim,2007,0,0,Ivory Coast,Africa
Brasil,Costa do Marfim,2008,0,0,Ivory Coast,Africa
Brasil,Costa do Marfim,2009,0,0,Ivory Coast,Africa
Brasil,Costa do Marfim,2010,0,0,Ivory Coast,Africa
Brasil,Costa do Marfim,2011,0,0,Ivory Coast,Africa
Brasil,Costa do Marfim,2012,0,0,Ivory Coast,Africa
Brasil,Costa do Marfim,2013,0,0,Ivory Coast,Africa
Brasil,Costa do Marfim,2014,0,0,Ivory Coast,Africa
Brasil,Costa do Marfim,2015,0,0,Ivory Coast,Africa
Brasil,Costa do Marfim,2016,0,0,Ivory Coast,Africa
Brasil,Costa do Marfim,2017,0,0,Ivory Coast,Africa
Brasil,Costa do Marfim,2018,0,0,Ivory Coast,Africa
Brasil,Costa do Marfim,2019,0,0,Ivory Coast,Africa
Brasil,Costa do Marfim,2020,0,0,Ivory Coast,Africa
Brasil,Costa do Marfim,2021,0,0,Ivory Coast,Africa
Brasil,Costa Rica,2007,0,0,Costa Rica,North America
Brasil,Costa Rica,2008,55,200,Costa Rica,North America
Brasil,Costa Rica,2009,0,0,Costa Rica,North America
Brasil,Costa Rica,2010,0,0,Costa Rica,North America
Brasil,Costa Rica,2011,0,0,Costa Rica,North America
Brasil,Costa Rica,2012,0,0,Costa Rica,North America
Brasil,Costa Rica,2013,0,0,Costa Rica,North America
Brasil,Costa Rica,2014,0,0,Costa Rica,North America
Brasil,Costa Rica,2015,0,0,Costa Rica,North America
Brasil,Costa Rica,2016,0,0,Costa Rica,North America
Brasil,Costa Rica,2017,0,0,Costa Rica,North America
Brasil,Costa Rica,2018,0,0,Costa Rica,North America
Brasil,Costa Rica,2019,0,0,Costa Rica,North America
Brasil,Costa Rica,2020,0,0,Costa Rica,North America
Brasil,Costa Rica,2021,0,0,Costa Rica,North America
Brasil,Croácia,2007,0,0,Croatia,Europe
Brasil,Croácia,2008,0,0,Croatia,Europe
Brasil,Croácia,2009,0,0,Croatia,Europe
Brasil,Croácia,2010,0,0,Croatia,Europe
Brasil,Croácia,2011,0,0,Croatia,Europe
Brasil,Croácia,2012,0,0,Croatia,Europe
Brasil,Croácia,2013,0,0,Croatia,Europe
Brasil,Croácia,2014,0,0,Croatia,Europe
Brasil,Croácia,2015,0,0,Croatia,Europe
Brasil,Croácia,2016,0,0,Croatia,Europe
Brasil,Croácia,2017,0,0,Croatia,Europe
Brasil,Croácia,2018,0,0,Croatia,Europe
Brasil,Croácia,2019,0,0,Croatia,Europe
Brasil,Croácia,2020,21,123,Croatia,Europe
Brasil,Croácia,2021,0,0,Croatia,Europe
Brasil,Cuba,2007,2669,5118,Cuba,North America
Brasil,Cuba,2008,0,0,Cuba,North America
Brasil,Cuba,2009,0,0,Cuba,North America
Brasil,Cuba,2010,0,0,Cuba,North America
Brasil,Cuba,2011,2880,4899,Cuba,North America
Brasil,Cuba,2012,0,0,Cuba,North America
Brasil,Cuba,2013,0,0,Cuba,North America
Brasil,Cuba,2014,38875,43200,Cuba,North America
Brasil,Cuba,2015,97965,108864,Cuba,North America
Brasil,Cuba,2016,63741,69830,Cuba,North America
Brasil,Cuba,2017,62791,72229,Cuba,North America
Brasil,Cuba,2018,4776,5584,Cuba,North America
Brasil,Cuba,2019,0,0,Cuba,North America
Brasil,Cuba,2020,0,0,Cuba,North America
Brasil,Cuba,2021,0,0,Cuba,North America
Brasil,Curaçao,2007,0,0,Curacao,North America
Brasil,Curaçao,2008,0,0,Curacao,North America
Brasil,Curaçao,2009,0,0,Curacao,North America
Brasil,Curaçao,2010,0,0,Curacao,North America
Brasil,Curaçao,2011,0,0,Curacao,North America
Brasil,Curaçao,2012,0,0,Curacao,North America
Brasil,Curaçao,2013,0,0,Curacao,North America
Brasil,Curaçao,2014,0,0,Curacao,North America
Brasil,Curaçao,2015,0,0,Curacao,North America
Brasil,Curaçao,2016,0,0,Curacao,North America
Brasil,Curaçao,2017,12340,23011,Curacao,North America
Brasil,Curaçao,2018,23930,43676,Curacao,North America
Brasil,Curaçao,2019,33951,62067,Curacao,North America
Brasil,Curaçao,2020,47962,65986,Curacao,North America
Brasil,Curaçao,2021,32263,58993,Curacao,North America
Brasil,Dinamarca,2007,3480,11176,Denmark,Europe
Brasil,Dinamarca,2008,518,15905,Denmark,Europe
Brasil,Dinamarca,2009,1980,21780,Denmark,Europe
Brasil,Dinamarca,2010,7034,69161,Denmark,Europe
Brasil,Dinamarca,2011,32797,83057,Denmark,Europe
Brasil,Dinamarca,2012,4716,23802,Denmark,Europe
Brasil,Dinamarca,2013,17892,101915,Denmark,Europe
Brasil,Dinamarca,2014,3240,16871,Denmark,Europe
Brasil,Dinamarca,2015,7080,29306,Denmark,Europe
Brasil,Dinamarca,2016,1278,8171,Denmark,Europe
Brasil,Dinamarca,2017,581,2829,Denmark,Europe
Brasil,Dinamarca,2018,0,0,Denmark,Europe
Brasil,Dinamarca,2019,240,306,Denmark,Europe
Brasil,Dinamarca,2020,659,1962,Denmark,Europe
Brasil,Dinamarca,2021,87,504,Denmark,Europe
Brasil,Dominica,2007,0,0,Dominica,North America
Brasil,Dominica,2008,0,0,Dominica,North America
Brasil,Dominica,2009,0,0,Dominica,North America
Brasil,Dominica,2010,0,0,Dominica,North America
Brasil,Dominica,2011,0,0,Dominica,North America
Brasil,Dominica,2012,0,0,Dominica,North America
Brasil,Dominica,2013,0,0,Dominica,North America
Brasil,Dominica,2014,0,0,Dominica,North America
Brasil,Dominica,2015,0,0,Dominica,North America
Brasil,Dominica,2016,0,0,Dominica,North America
Brasil,Dominica,2017,0,0,Dominica,North America
Brasil,Dominica,2018,0,0,Dominica,North America
Brasil,Dominica,2019,0,0,Dominica,North America
Brasil,Dominica,2020,0,0,Dominica,North America
Brasil,Dominica,2021,460,634,Dominica,North America
Brasil,El Salvador,2007,0,0,El Salvador,North America
Brasil,El Salvador,2008,0,0,El Salvador,North America
Brasil,El Salvador,2009,55,100,El Salvador,North America
Brasil,El Salvador,2010,0,0,El Salvador,North America
Brasil,El Salvador,2011,0,0,El Salvador,North America
Brasil,El Salvador,2012,0,0,El Salvador,North America
Brasil,El Salvador,2013,0,0,El Salvador,North America
Brasil,El Salvador,2014,0,0,El Salvador,North America
Brasil,El Salvador,2015,0,0,El Salvador,North America
Brasil,El Salvador,2016,0,0,El Salvador,North America
Brasil,El Salvador,2017,0,0,El Salvador,North America
Brasil,El Salvador,2018,0,0,El Salvador,North America
Brasil,El Salvador,2019,0,0,El Salvador,North America
Brasil,El Salvador,2020,0,0,El Salvador,North America
Brasil,El Salvador,2021,0,0,El Salvador,North America
Brasil,Emirados Arabes Unidos,2007,0,0,United Arab Emirates,Asia
Brasil,Emirados Arabes Unidos,2008,2437,12298,United Arab Emirates,Asia
Brasil,Emirados Arabes Unidos,2009,1398,4032,United Arab Emirates,Asia
Brasil,Emirados Arabes Unidos,2010,1035,3206,United Arab Emirates,Asia
Brasil,Emirados Arabes Unidos,2011,2120,6594,United Arab Emirates,Asia
Brasil,Emirados Arabes Unidos,2012,675,3300,United Arab Emirates,Asia
Brasil,Emirados Arabes Unidos,2013,0,0,United Arab Emirates,Asia
Brasil,Emirados Arabes Unidos,2014,640,3381,United Arab Emirates,Asia
Brasil,Emirados Arabes Unidos,2015,765,3740,United Arab Emirates,Asia
Brasil,Emirados Arabes Unidos,2016,585,2760,United Arab Emirates,Asia
Brasil,Emirados Arabes Unidos,2017,675,3302,United Arab Emirates,Asia
Brasil,Emirados Arabes Unidos,2018,360,1762,United Arab Emirates,Asia
Brasil,Emirados Arabes Unidos,2019,450,2202,United Arab Emirates,Asia
Brasil,Emirados Arabes Unidos,2020,581,2279,United Arab Emirates,Asia
Brasil,Emirados Arabes Unidos,2021,810,10522,United Arab Emirates,Asia
Brasil,Equador,2007,2700,3585,Ecuador,South America
Brasil,Equador,2008,0,0,Ecuador,South America
Brasil,Equador,2009,0,0,Ecuador,South America
Brasil,Equador,2010,0,0,Ecuador,South America
Brasil,Equador,2011,0,0,Ecuador,South America
Brasil,Equador,2012,0,0,Ecuador,South America
Brasil,Equador,2013,0,0,Ecuador,South America
Brasil,Equador,2014,0,0,Ecuador,South America
Brasil,Equador,2015,0,0,Ecuador,South America
Brasil,Equador,2016,0,0,Ecuador,South America
Brasil,Equador,2017,0,0,Ecuador,South America
Brasil,Equador,2018,0,0,Ecuador,South America
Brasil,Equador,2019,2,3,Ecuador,South America
Brasil,Equador,2020,3780,3824,Ecuador,South America
Brasil,Equador,2021,0,0,Ecuador,South America
Brasil,República Eslovaca,2007,0,0,Slovak Republic,Europe
Brasil,República Eslovaca,2008,585,16063,Slovak Republic,Europe
Brasil,República Eslovaca,2009,0,0,Slovak Republic,Europe
Brasil,República Eslovaca,2010,0,0,Slovak Republic,Europe
Brasil,República Eslovaca,2011,0,0,Slovak Republic,Europe
Brasil,República Eslovaca,2012,0,0,Slovak Republic,Europe
Brasil,República Eslovaca,2013,0,0,Slovak Republic,Europe
Brasil,República Eslovaca,2014,0,0,Slovak Republic,Europe
Brasil,República Eslovaca,2015,0,0,Slovak Republic,Europe
Brasil,República Eslovaca,2016,0,0,Slovak Republic,Europe
Brasil,República Eslovaca,2017,0,0,Slovak Republic,Europe
Brasil,República Eslovaca,2018,0,0,Slovak Republic,Europe
Brasil,República Eslovaca,2019,0,0,Slovak Republic,Europe
Brasil,República Eslovaca,2020,0,0,Slovak Republic,Europe
Brasil,República Eslovaca,2021,0,0,Slovak Republic,Europe
Brasil,Espanha,2007,0,0,Spain,Europe
Brasil,Espanha,2008,2942,6834,Spain,Europe
Brasil,Espanha,2009,2181,4050,Spain,Europe
Brasil,Espanha,2010,0,0,Spain,Europe
Brasil,Espanha,2011,5206,24618,Spain,Europe
Brasil,Espanha,2012,0,0,Spain,Europe
Brasil,Espanha,2013,1972980,3748940,Spain,Europe
Brasil,Espanha,2014,0,0,Spain,Europe
Brasil,Espanha,2015,0,0,Spain,Europe
Brasil,Espanha,2016,0,0,Spain,Europe
Brasil,Espanha,2017,0,0,Spain,Europe
Brasil,Espanha,2018,6123,22631,Spain,Europe
Brasil,Espanha,2019,3540,1353,Spain,Europe
Brasil,Espanha,2020,28,126,Spain,Europe
Brasil,Espanha,2021,0,0,Spain,Europe
Brasil,Estados Unidos,2007,479269,810038,United States,North America
Brasil,Estados Unidos,2008,443895,804607,United States,North America
Brasil,Estados Unidos,2009,372319,660066,United States,North America
Brasil,Estados Unidos,2010,228968,478630,United States,North America
Brasil,Estados Unidos,2011,306787,1030254,United States,North America
Brasil,Estados Unidos,2012,146585,303986,United States,North America
Brasil,Estados Unidos,2013,245368,786556,United States,North America
Brasil,Estados Unidos,2014,222267,494216,United States,North America
Brasil,Estados Unidos,2015,195896,524109,United States,North America
Brasil,Estados Unidos,2016,258072,687411,United States,North America
Brasil,Estados Unidos,2017,132688,1523699,United States,North America
Brasil,Estados Unidos,2018,169109,512519,United States,North America
Brasil,Estados Unidos,2019,209765,616274,United States,North America
Brasil,Estados Unidos,2020,300178,610793,United States,North America
Brasil,Estados Unidos,2021,111085,203554,United States,North America
Brasil,Estônia,2007,77697,54056,Estonia,Europe
Brasil,Estônia,2008,4114,9730,Estonia,Europe
Brasil,Estônia,2009,5438,10802,Estonia,Europe
Brasil,Estônia,2010,15848,40778,Estonia,Europe
Brasil,Estônia,2011,450,5336,Estonia,Europe
Brasil,Estônia,2012,3321,19384,Estonia,Europe
Brasil,Estônia,2013,0,0,Estonia,Europe
Brasil,Estônia,2014,0,0,Estonia,Europe
Brasil,Estônia,2015,0,0,Estonia,Europe
Brasil,Estônia,2016,900,4800,Estonia,Europe
Brasil,Estônia,2017,0,0,Estonia,Europe
Brasil,Estônia,2018,0,0,Estonia,Europe
Brasil,Estônia,2019,0,0,Estonia,Europe
Brasil,Estônia,2020,0,0,Estonia,Europe
Brasil,Estônia,2021,0,0,Estonia,Europe
Brasil,Filipinas,2007,0,0,Philippines,Asia
Brasil,Filipinas,2008,0,0,Philippines,Asia
Brasil,Filipinas,2009,0,0,Philippines,Asia
Brasil,Filipinas,2010,0,0,Philippines,Asia
Brasil,Filipinas,2011,0,0,Philippines,Asia
Brasil,Filipinas,2012,0,0,Philippines,Asia
Brasil,Filipinas,2013,0,0,Philippines,Asia
Brasil,Filipinas,2014,0,0,Philippines,Asia
Brasil,Filipinas,2015,0,0,Philippines,Asia
Brasil,Filipinas,2016,0,0,Philippines,Asia
Brasil,Filipinas,2017,0,0,Philippines,Asia
Brasil,Filipinas,2018,9608,16205,Philippines,Asia
Brasil,Filipinas,2019,736,2486,Philippines,Asia
Brasil,Filipinas,2020,719,1548,Philippines,Asia
Brasil,Filipinas,2021,2784,10368,Philippines,Asia
Brasil,Finlândia,2007,0,0,Finland,Europe
Brasil,Finlândia,2008,0,0,Finland,Europe
Brasil,Finlândia,2009,0,0,Finland,Europe
Brasil,Finlândia,2010,0,0,Finland,Europe
Brasil,Finlândia,2011,12404,50394,Finland,Europe
Brasil,Finlândia,2012,17100,67959,Finland,Europe
Brasil,Finlândia,2013,36682,283114,Finland,Europe
Brasil,Finlândia,2014,12960,94962,Finland,Europe
Brasil,Finlândia,2015,0,0,Finland,Europe
Brasil,Finlândia,2016,7617,41003,Finland,Europe
Brasil,Finlândia,2017,0,0,Finland,Europe
Brasil,Finlândia,2018,0,0,Finland,Europe
Brasil,Finlândia,2019,0,0,Finland,Europe
Brasil,Finlândia,2020,0,0,Finland,Europe
Brasil,Finlândia,2021,0,0,Finland,Europe
Brasil,França,2007,6349,11231,France,Europe
Brasil,França,2008,11078,27500,France,Europe
Brasil,França,2009,0,0,France,Europe
Brasil,França,2010,3614,18904,France,Europe
Brasil,França,2011,0,0,France,Europe
Brasil,França,2012,195604,185791,France,Europe
Brasil,França,2013,6885,42256,France,Europe
Brasil,França,2014,33755,167807,France,Europe
Brasil,França,2015,1596,4749,France,Europe
Brasil,França,2016,6037,30055,France,Europe
Brasil,França,2017,4253,21654,France,Europe
Brasil,França,2018,11077,48677,France,Europe
Brasil,França,2019,18286,67072,France,Europe
Brasil,França,2020,12622,57144,France,Europe
Brasil,França,2021,7052,23742,France,Europe
Brasil,Gana,2007,0,0,Ghana,Africa
Brasil,Gana,2008,18168,25642,Ghana,Africa
Brasil,Gana,2009,0,0,Ghana,Africa
Brasil,Gana,2010,0,0,Ghana,Africa
Brasil,Gana,2011,0,0,Ghana,Africa
Brasil,Gana,2012,0,0,Ghana,Africa
Brasil,Gana,2013,0,0,Ghana,Africa
Brasil,Gana,2014,0,0,Ghana,Africa
Brasil,Gana,2015,0,0,Ghana,Africa
Brasil,Gana,2016,0,0,Ghana,Africa
Brasil,Gana,2017,0,0,Ghana,Africa
Brasil,Gana,2018,9000,13502,Ghana,Africa
Brasil,Gana,2019,7673,10010,Ghana,Africa
Brasil,Gana,2020,18810,22027,Ghana,Africa
Brasil,Gana,2021,12578,19196,Ghana,Africa
Brasil,Gibraltar,2007,0,0,Gibraltar,Europe
Brasil,Gibraltar,2008,0,0,Gibraltar,Europe
Brasil,Gibraltar,2009,0,0,Gibraltar,Europe
Brasil,Gibraltar,2010,0,0,Gibraltar,Europe
Brasil,Gibraltar,2011,0,0,Gibraltar,Europe
Brasil,Gibraltar,2012,0,0,Gibraltar,Europe
Brasil,Gibraltar,2013,0,0,Gibraltar,Europe
Brasil,Gibraltar,2014,0,0,Gibraltar,Europe
Brasil,Gibraltar,2015,0,0,Gibraltar,Europe
Brasil,Gibraltar,2016,0,0,Gibraltar,Europe
Brasil,Gibraltar,2017,0,0,Gibraltar,Europe
Brasil,Gibraltar,2018,0,0,Gibraltar,Europe
Brasil,Gibraltar,2019,23,93,Gibraltar,Europe
Brasil,Gibraltar,2020,769,2860,Gibraltar,Europe
Brasil,Gibraltar,2021,0,0,Gibraltar,Europe
Brasil,Grécia,2007,0,0,Greece,Europe
Brasil,Grécia,2008,0,0,Greece,Europe
Brasil,Grécia,2009,0,0,Greece,Europe
Brasil,Grécia,2010,0,0,Greece,Europe
Brasil,Grécia,2011,0,0,Greece,Europe
Brasil,Grécia,2012,0,0,Greece,Europe
Brasil,Grécia,2013,0,0,Greece,Europe
Brasil,Grécia,2014,0,0,Greece,Europe
Brasil,Grécia,2015,0,0,Greece,Europe
Brasil,Grécia,2016,0,0,Greece,Europe
Brasil,Grécia,2017,0,0,Greece,Europe
Brasil,Grécia,2018,232,730,Greece,Europe
Brasil,Grécia,2019,561,1994,Greece,Europe
Brasil,Grécia,2020,6859,18092,Greece,Europe
Brasil,Grécia,2021,908,3014,Greece,Europe
Brasil,Guatemala,2007,0,0,Guatemala,North America
Brasil,Guatemala,2008,0,0,Guatemala,North America
Brasil,Guatemala,2009,20,20,Guatemala,North America
Brasil,Guatemala,2010,0,0,Guatemala,North America
Brasil,Guatemala,2011,0,0,Guatemala,North America
Brasil,Guatemala,2012,0,0,Guatemala,North America
Brasil,Guatemala,2013,0,0,Guatemala,North America
Brasil,Guatemala,2014,0,0,Guatemala,North America
Brasil,Guatemala,2015,0,0,Guatemala,North America
Brasil,Guatemala,2016,0,0,Guatemala,North America
Brasil,Guatemala,2017,0,0,Guatemala,North America
Brasil,Guatemala,2018,0,0,Guatemala,North America
Brasil,Guatemala,2019,1597,8719,Guatemala,North America
Brasil,Guatemala,2020,0,0,Guatemala,North America
Brasil,Guatemala,2021,17347,29100,Guatemala,North America
Brasil,Guiana,2007,0,0,Guyana,South America
Brasil,Guiana,2008,0,0,Guyana,South America
Brasil,Guiana,2009,0,0,Guyana,South America
Brasil,Guiana,2010,783,3654,Guyana,South America
Brasil,Guiana,2011,0,0,Guyana,South America
Brasil,Guiana,2012,0,0,Guyana,South America
Brasil,Guiana,2013,0,0,Guyana,South America
Brasil,Guiana,2014,0,0,Guyana,South America
Brasil,Guiana,2015,0,0,Guyana,South America
Brasil,Guiana,2016,0,0,Guyana,South America
Brasil,Guiana,2017,0,0,Guyana,South America
Brasil,Guiana,2018,0,0,Guyana,South America
Brasil,Guiana,2019,424,1311,Guyana,South America
Brasil,Guiana,2020,990,2577,Guyana,South America
Brasil,Guiana,2021,2372,6525,Guyana,South America
Brasil,Guiana Francesa,2007,0,0,French Guiana,South America
Brasil,Guiana Francesa,2008,0,0,French Guiana,South America
Brasil,Guiana Francesa,2009,0,0,French Guiana,South America
Brasil,Guiana Francesa,2010,0,0,French Guiana,South America
Brasil,Guiana Francesa,2011,0,0,French Guiana,South America
Brasil,Guiana Francesa,2012,0,0,French Guiana,South America
Brasil,Guiana Francesa,2013,0,0,French Guiana,South America
Brasil,Guiana Francesa,2014,0,0,French Guiana,South America
Brasil,Guiana Francesa,2015,0,0,French Guiana,South America
Brasil,Guiana Francesa,2016,0,0,French Guiana,South America
Brasil,Guiana Francesa,2017,0,0,French Guiana,South America
Brasil,Guiana Francesa,2018,0,0,French Guiana,South America
Brasil,Guiana Francesa,2019,0,0,French Guiana,South America
Brasil,Guiana Francesa,2020,0,0,French Guiana,South America
Brasil,Guiana Francesa,2021,90,32,French Guiana,South America
Brasil,Guine Bissau,2007,0,0,Guinea-Bissau,Africa
Brasil,Guine Bissau,2008,0,0,Guinea-Bissau,Africa
Brasil,Guine Bissau,2009,0,0,Guinea-Bissau,Africa
Brasil,Guine Bissau,2010,0,0,Guinea-Bissau,Africa
Brasil,Guine Bissau,2011,0,0,Guinea-Bissau,Africa
Brasil,Guine Bissau,2012,0,0,Guinea-Bissau,Africa
Brasil,Guine Bissau,2013,0,0,Guinea-Bissau,Africa
Brasil,Guine Bissau,2014,0,0,Guinea-Bissau,Africa
Brasil,Guine Bissau,2015,0,0,Guinea-Bissau,Africa
Brasil,Guine Bissau,2016,0,0,Guinea-Bissau,Africa
Brasil,Guine Bissau,2017,48,90,Guinea-Bissau,Africa
Brasil,Guine Bissau,2018,0,0,Guinea-Bissau,Africa
Brasil,Guine Bissau,2019,0,0,Guinea-Bissau,Africa
Brasil,Guine Bissau,2020,0,0,Guinea-Bissau,Africa
Brasil,Guine Bissau,2021,0,0,Guinea-Bissau,Africa
Brasil,Guine Equatorial,2007,0,0,Equatorial Guinea,Africa
Brasil,Guine Equatorial,2008,548,1417,Equatorial Guinea,Africa
Brasil,Guine Equatorial,2009,169,272,Equatorial Guinea,Africa
Brasil,Guine Equatorial,2010,410,1015,Equatorial Guinea,Africa
Brasil,Guine Equatorial,2011,956,1979,Equatorial Guinea,Africa
Brasil,Guine Equatorial,2012,819,2530,Equatorial Guinea,Africa
Brasil,Guine Equatorial,2013,1108,5336,Equatorial Guinea,Africa
Brasil,Guine Equatorial,2014,5646,11983,Equatorial Guinea,Africa
Brasil,Guine Equatorial,2015,0,0,Equatorial Guinea,Africa
Brasil,Guine Equatorial,2016,0,0,Equatorial Guinea,Africa
Brasil,Guine Equatorial,2017,2639,30563,Equatorial Guinea,Africa
Brasil,Guine Equatorial,2018,8389,26808,Equatorial Guinea,Africa
Brasil,Guine Equatorial,2019,0,0,Equatorial Guinea,Africa
Brasil,Guine Equatorial,2020,0,0,Equatorial Guinea,Africa
Brasil,Guine Equatorial,2021,0,0,Equatorial Guinea,Africa
Brasil,Haiti,2007,0,0,Haiti,North America
Brasil,Haiti,2008,20,20,Haiti,North America
Brasil,Haiti,2009,4500,5863,Haiti,North America
Brasil,Haiti,2010,2700,3750,Haiti,North America
Brasil,Haiti,2011,0,0,Haiti,North America
Brasil,Haiti,2012,0,0,Haiti,North America
Brasil,Haiti,2013,0,0,Haiti,North America
Brasil,Haiti,2014,0,0,Haiti,North America
Brasil,Haiti,2015,0,0,Haiti,North America
Brasil,Haiti,2016,0,0,Haiti,North America
Brasil,Haiti,2017,0,0,Haiti,North America
Brasil,Haiti,2018,79500,144425,Haiti,North America
Brasil,Haiti,2019,81873,129803,Haiti,North America
Brasil,Haiti,2020,399128,471152,Haiti,North America
Brasil,Haiti,2021,670379,831181,Haiti,North America
Brasil,Honduras,2007,0,0,Honduras,North America
Brasil,Honduras,2008,162,580,Honduras,North America
Brasil,Honduras,2009,14,30,Honduras,North America
Brasil,Honduras,2010,0,0,Honduras,North America
Brasil,Honduras,2011,0,0,Honduras,North America
Brasil,Honduras,2012,0,0,Honduras,North America
Brasil,Honduras,2013,0,0,Honduras,North America
Brasil,Honduras,2014,0,0,Honduras,North America
Brasil,Honduras,2015,0,0,Honduras,North America
Brasil,Honduras,2016,0,0,Honduras,North America
Brasil,Honduras,2017,0,0,Honduras,North America
Brasil,Honduras,2018,0,0,Honduras,North America
Brasil,Honduras,2019,0,0,Honduras,North America
Brasil,Honduras,2020,0,0,Honduras,North America
Brasil,Honduras,2021,0,0,Honduras,North America
Brasil,Hong Kong,2007,0,0,Hong Kong,Asia
Brasil,Hong Kong,2008,2430,13460,Hong Kong,Asia
Brasil,Hong Kong,2009,50319,27188,Hong Kong,Asia
Brasil,Hong Kong,2010,0,0,Hong Kong,Asia
Brasil,Hong Kong,2011,2063,7975,Hong Kong,Asia
Brasil,Hong Kong,2012,1609,7653,Hong Kong,Asia
Brasil,Hong Kong,2013,16013,61224,Hong Kong,Asia
Brasil,Hong Kong,2014,18130,63534,Hong Kong,Asia
Brasil,Hong Kong,2015,1229,7837,Hong Kong,Asia
Brasil,Hong Kong,2016,6975,86199,Hong Kong,Asia
Brasil,Hong Kong,2017,1934,8180,Hong Kong,Asia
Brasil,Hong Kong,2018,1742,9029,Hong Kong,Asia
Brasil,Hong Kong,2019,9651,42020,Hong Kong,Asia
Brasil,Hong Kong,2020,15159,41987,Hong Kong,Asia
Brasil,Hong Kong,2021,12507,39390,Hong Kong,Asia
Brasil,Hungria,2007,0,0,Hungary,Europe
Brasil,Hungria,2008,0,0,Hungary,Europe
Brasil,Hungria,2009,0,0,Hungary,Europe
Brasil,Hungria,2010,540,4103,Hungary,Europe
Brasil,Hungria,2011,0,0,Hungary,Europe
Brasil,Hungria,2012,0,0,Hungary,Europe
Brasil,Hungria,2013,0,0,Hungary,Europe
Brasil,Hungria,2014,0,0,Hungary,Europe
Brasil,Hungria,2015,0,0,Hungary,Europe
Brasil,Hungria,2016,0,0,Hungary,Europe
Brasil,Hungria,2017,0,0,Hungary,Europe
Brasil,Hungria,2018,0,0,Hungary,Europe
Brasil,Hungria,2019,0,0,Hungary,Europe
Brasil,Hungria,2020,0,0,Hungary,Europe
Brasil,Hungria,2021,87,583,Hungary,Europe
Brasil,Ilha de Man,2007,0,0,Isle of Man,Europe
Brasil,Ilha de Man,2008,0,0,Isle of Man,Europe
Brasil,Ilha de Man,2009,0,0,Isle of Man,Europe
Brasil,Ilha de Man,2010,0,0,Isle of Man,Europe
Brasil,Ilha de Man,2011,0,0,Isle of Man,Europe
Brasil,Ilha de Man,2012,0,0,Isle of Man,Europe
Brasil,Ilha de Man,2013,0,0,Isle of Man,Europe
Brasil,Ilha de Man,2014,0,0,Isle of Man,Europe
Brasil,Ilha de Man,2015,0,0,Isle of Man,Europe
Brasil,Ilha de Man,2016,0,0,Isle of Man,Europe
Brasil,Ilha de Man,2017,0,0,Isle of Man,Europe
Brasil,Ilha de Man,2018,0,0,Isle of Man,Europe
Brasil,Ilha de Man,2019,28,175,Isle of Man,Europe
Brasil,Ilha de Man,2020,11,121,Isle of Man,Europe
Brasil,Ilha de Man,2021,97,445,Isle of Man,Europe
Brasil,Ilhas Virgens,2007,0,0,Virgin Islands,North America
Brasil,Ilhas Virgens,2008,0,0,Virgin Islands,North America
Brasil,Ilhas Virgens,2009,0,0,Virgin Islands,North America
Brasil,Ilhas Virgens,2010,0,0,Virgin Islands,North America
Brasil,Ilhas Virgens,2011,0,0,Virgin Islands,North America
Brasil,Ilhas Virgens,2012,0,0,Virgin Islands,North America
Brasil,Ilhas Virgens,2013,0,0,Virgin Islands,North America
Brasil,Ilhas Virgens,2014,0,0,Virgin Islands,North America
Brasil,Ilhas Virgens,2015,0,0,Virgin Islands,North America
Brasil,Ilhas Virgens,2016,0,0,Virgin Islands,North America
Brasil,Ilhas Virgens,2017,0,0,Virgin Islands,North America
Brasil,Ilhas Virgens,2018,0,0,Virgin Islands,North America
