Country of Origin,Country Name,Year,Quantity (KG),Value (US),Country,Continent
Brasil,Ilhas Virgens,2019,0,0,Virgin Islands,North America
Brasil,Ilhas Virgens,2020,0,0,Virgin Islands,North America
Brasil,Ilhas Virgens,2021,0,0,Virgin Islands,North America
Brasil,India,2007,0,0,India,Asia
Brasil,India,2008,0,0,India,Asia
Brasil,India,2009,0,0,India,Asia
Brasil,India,2010,0,0,India,Asia
Brasil,India,2011,0,0,India,Asia
Brasil,India,2012,0,0,India,Asia
Brasil,India,2013,0,0,India,Asia
Brasil,India,2014,0,0,India,Asia
Brasil,India,2015,0,0,India,Asia
Brasil,India,2016,0,0,India,Asia
Brasil,India,2017,0,0,India,Asia
Brasil,India,2018,0,0,India,Asia
Brasil,India,2019,51,273,India,Asia
Brasil,India,2020,7,10,India,Asia
Brasil,India,2021,13,86,India,Asia
Brasil,Indonésia,2007,0,0,Indonesia,Asia
Brasil,Indonésia,2008,0,0,Indonesia,Asia
Brasil,Indonésia,2009,0,0,Indonesia,Asia
Brasil,Indonésia,2010,0,0,Indonesia,Asia
Brasil,Indonésia,2011,0,0,Indonesia,Asia
Brasil,Indonésia,2012,0,0,Indonesia,Asia
Brasil,Indonésia,2013,0,0,Indonesia,Asia
Brasil,Indonésia,2014,0,0,Indonesia,Asia
Brasil,Indonésia,2015,0,0,Indonesia,Asia
Brasil,Indonésia,2016,0,0,Indonesia,Asia
Brasil,Indonésia,2017,0,0,Indonesia,Asia
Brasil,Indonésia,2018,0,0,Indonesia,Asia
Brasil,Indonésia,2019,0,0,Indonesia,Asia
Brasil,Indonésia,2020,5,6,Indonesia,Asia
Brasil,Indonésia,2021,0,0,Indonesia,Asia
Brasil,Irã,2007,0,0,Iran,Asia
Brasil,Irã,2008,0,0,Iran,Asia
Brasil,Irã,2009,0,0,Iran,Asia
Brasil,Irã,2010,0,0,Iran,Asia
Brasil,Irã,2011,0,0,Iran,Asia
Brasil,Irã,2012,0,0,Iran,Asia
Brasil,Irã,2013,0,0,Iran,Asia
Brasil,Irã,2014,0,0,Iran,Asia
Brasil,Irã,2015,0,0,Iran,Asia
Brasil,Irã,2016,0,0,Iran,Asia
Brasil,Irã,2017,0,0,Iran,Asia
Brasil,Irã,2018,0,0,Iran,Asia
Brasil,Irã,2019,0,0,Iran,Asia
Brasil,Irã,2020,21,35,Iran,Asia
Brasil,Irã,2021,116,287,Iran,Asia
Brasil,Iraque,2007,0,0,Iraq,Asia
Brasil,Iraque,2008,0,0,Iraq,Asia
Brasil,Iraque,2009,0,0,Iraq,Asia
Brasil,Iraque,2010,0,0,Iraq,Asia
Brasil,Iraque,2011,0,0,Iraq,Asia
Brasil,Iraque,2012,0,0,Iraq,Asia
Brasil,Iraque,2013,0,0,Iraq,Asia
Brasil,Iraque,2014,0,0,Iraq,Asia
Brasil,Iraque,2015,0,0,Iraq,Asia
Brasil,Iraque,2016,0,0,Iraq,Asia
Brasil,Iraque,2017,0,0,Iraq,Asia
Brasil,Iraque,2018,0,0,Iraq,Asia
Brasil,Iraque,2019,0,0,Iraq,Asia
Brasil,Iraque,2020,0,0,Iraq,Asia
Brasil,Iraque,2021,0,0,Iraq,Asia
Brasil,Irlanda,2007,0,0,Ireland,Europe
Brasil,Irlanda,2008,0,0,Ireland,Europe
Brasil,Irlanda,2009,0,0,Ireland,Europe
Brasil,Irlanda,2010,3969,42795,Ireland,Europe
Brasil,Irlanda,2011,5376,35690,Ireland,Europe
Brasil,Irlanda,2012,0,0,Ireland,Europe
Brasil,Irlanda,2013,0,0,Ireland,Europe
Brasil,Irlanda,2014,0,0,Ireland,Europe
Brasil,Irlanda,2015,0,0,Ireland,Europe
Brasil,Irlanda,2016,0,0,Ireland,Europe
Brasil,Irlanda,2017,0,0,Ireland,Europe
Brasil,Irlanda,2018,7560,25767,Ireland,Europe
Brasil,Irlanda,2019,0,0,Ireland,Europe
Brasil,Irlanda,2020,29,257,Ireland,Europe
Brasil,Irlanda,2021,36,208,Ireland,Europe
Brasil,Itália,2007,7209,19860,Italy,Europe
Brasil,Itália,2008,0,0,Italy,Europe
Brasil,Itália,2009,1817,5251,Italy,Europe
Brasil,Itália,2010,1458,4828,Italy,Europe
Brasil,Itália,2011,11999,80298,Italy,Europe
Brasil,Itália,2012,792,5622,Italy,Europe
Brasil,Itália,2013,1710,11967,Italy,Europe
Brasil,Itália,2014,604,2492,Italy,Europe
Brasil,Itália,2015,0,0,Italy,Europe
Brasil,Itália,2016,585,3465,Italy,Europe
Brasil,Itália,2017,468,2248,Italy,Europe
Brasil,Itália,2018,3661,13260,Italy,Europe
Brasil,Itália,2019,587,1625,Italy,Europe
Brasil,Itália,2020,91,376,Italy,Europe
Brasil,Itália,2021,696,3715,Italy,Europe
Brasil,Jamaica,2007,0,0,Jamaica,North America
Brasil,Jamaica,2008,0,0,Jamaica,North America
Brasil,Jamaica,2009,0,0,Jamaica,North America
Brasil,Jamaica,2010,0,0,Jamaica,North America
Brasil,Jamaica,2011,0,0,Jamaica,North America
Brasil,Jamaica,2012,0,0,Jamaica,North America
Brasil,Jamaica,2013,0,0,Jamaica,North America
Brasil,Jamaica,2014,0,0,Jamaica,North America
Brasil,Jamaica,2015,0,0,Jamaica,North America
Brasil,Jamaica,2016,0,0,Jamaica,North America
Brasil,Jamaica,2017,0,0,Jamaica,North America
Brasil,Jamaica,2018,0,0,Jamaica,North America
Brasil,Jamaica,2019,0,0,Jamaica,North America
Brasil,Jamaica,2020,0,0,Jamaica,North America
Brasil,Jamaica,2021,0,0,Jamaica,North America
Brasil,Japão,2007,357943,316867,Japan,Asia
Brasil,Japão,2008,232293,178333,Japan,Asia
Brasil,Japão,2009,217974,283436,Japan,Asia
Brasil,Japão,2010,112178,74628,Japan,Asia
Brasil,Japão,2011,100835,144662,Japan,Asia
Brasil,Japão,2012,29281,116961,Japan,Asia
Brasil,Japão,2013,91988,429088,Japan,Asia
Brasil,Japão,2014,106426,401774,Japan,Asia
Brasil,Japão,2015,31597,87853,Japan,Asia
Brasil,Japão,2016,34341,90954,Japan,Asia
Brasil,Japão,2017,33909,92886,Japan,Asia
Brasil,Japão,2018,36992,112342,Japan,Asia
Brasil,Japão,2019,40621,99642,Japan,Asia
Brasil,Japão,2020,36442,92674,Japan,Asia
Brasil,Japão,2021,39491,90275,Japan,Asia
Brasil,Jordânia,2007,0,0,Jordan,Asia
Brasil,Jordânia,2008,0,0,Jordan,Asia
Brasil,Jordânia,2009,0,0,Jordan,Asia
Brasil,Jordânia,2010,0,0,Jordan,Asia
Brasil,Jordânia,2011,0,0,Jordan,Asia
Brasil,Jordânia,2012,0,0,Jordan,Asia
Brasil,Jordânia,2013,0,0,Jordan,Asia
Brasil,Jordânia,2014,0,0,Jordan,Asia
Brasil,Jordânia,2015,0,0,Jordan,Asia
Brasil,Jordânia,2016,0,0,Jordan,Asia
Brasil,Jordânia,2017,0,0,Jordan,Asia
Brasil,Jordânia,2018,0,0,Jordan,Asia
Brasil,Jordânia,2019,0,0,Jordan,Asia
Brasil,Jordânia,2020,12,52,Jordan,Asia
Brasil,Jordânia,2021,0,0,Jordan,Asia
Brasil,Letônia,2007,0,0,Latvia,Europe
Brasil,Letônia,2008,0,0,Latvia,Europe
Brasil,Letônia,2009,0,0,Latvia,Europe
Brasil,Letônia,2010,0,0,Latvia,Europe
Brasil,Letônia,2011,0,0,Latvia,Europe
Brasil,Letônia,2012,0,0,Latvia,Europe
Brasil,Letônia,2013,0,0,Latvia,Europe
Brasil,Letônia,2014,0,0,Latvia,Europe
Brasil,Letônia,2015,0,0,Latvia,Europe
Brasil,Letônia,2016,0,0,Latvia,Europe
Brasil,Letônia,2017,387,3723,Latvia,Europe
Brasil,Letônia,2018,0,0,Latvia,Europe
Brasil,Letônia,2019,0,0,Latvia,Europe
Brasil,Letônia,2020,0,0,Latvia,Europe
Brasil,Letônia,2021,0,0,Latvia,Europe
Brasil,Líbano,2007,0,0,Lebanon,Asia
Brasil,Líbano,2008,0,0,Lebanon,Asia
Brasil,Líbano,2009,0,0,Lebanon,Asia
Brasil,Líbano,2010,0,0,Lebanon,Asia
Brasil,Líbano,2011,0,0,Lebanon,Asia
Brasil,Líbano,2012,0,0,Lebanon,Asia
Brasil,Líbano,2013,0,0,Lebanon,Asia
Brasil,Líbano,2014,0,0,Lebanon,Asia
Brasil,Líbano,2015,0,0,Lebanon,Asia
Brasil,Líbano,2016,0,0,Lebanon,Asia
Brasil,Líbano,2017,0,0,Lebanon,Asia
Brasil,Líbano,2018,0,0,Lebanon,Asia
Brasil,Líbano,2019,0,0,Lebanon,Asia
Brasil,Líbano,2020,0,0,Lebanon,Asia
Brasil,Líbano,2021,0,0,Lebanon,Asia
Brasil,Libéria,2007,0,0,Liberia,Africa
Brasil,Libéria,2008,0,0,Liberia,Africa
Brasil,Libéria,2009,0,0,Liberia,Africa
Brasil,Libéria,2010,0,0,Liberia,Africa
Brasil,Libéria,2011,0,0,Liberia,Africa
Brasil,Libéria,2012,0,0,Liberia,Africa
Brasil,Libéria,2013,0,0,Liberia,Africa
Brasil,Libéria,2014,0,0,Liberia,Africa
Brasil,Libéria,2015,0,0,Liberia,Africa
Brasil,Libéria,2016,0,0,Liberia,Africa
Brasil,Libéria,2017,0,0,Liberia,Africa
Brasil,Libéria,2018,658,3100,Liberia,Africa
Brasil,Libéria,2019,4441,20068,Liberia,Africa
Brasil,Libéria,2020,5155,17624,Liberia,Africa
Brasil,Libéria,2021,7554,23060,Liberia,Africa
Brasil,Luxemburgo,2007,785,2033,Luxembourg,Europe
Brasil,Luxemburgo,2008,13606,42341,Luxembourg,Europe
Brasil,Luxemburgo,2009,7845,42124,Luxembourg,Europe
Brasil,Luxemburgo,2010,7344,32549,Luxembourg,Europe
Brasil,Luxemburgo,2011,9547,65592,Luxembourg,Europe
Brasil,Luxemburgo,2012,2444,16547,Luxembourg,Europe
Brasil,Luxemburgo,2013,5135,29474,Luxembourg,Europe
Brasil,Luxemburgo,2014,8281,52400,Luxembourg,Europe
Brasil,Luxemburgo,2015,2295,17358,Luxembourg,Europe
Brasil,Luxemburgo,2016,2759,21426,Luxembourg,Europe
Brasil,Luxemburgo,2017,2719,21947,Luxembourg,Europe
Brasil,Luxemburgo,2018,1778,11053,Luxembourg,Europe
Brasil,Luxemburgo,2019,1666,11211,Luxembourg,Europe
Brasil,Luxemburgo,2020,1086,5110,Luxembourg,Europe
Brasil,Luxemburgo,2021,0,0,Luxembourg,Europe
Brasil,Malásia,2007,0,0,Malaysia,Asia
Brasil,Malásia,2008,0,0,Malaysia,Asia
Brasil,Malásia,2009,0,0,Malaysia,Asia
Brasil,Malásia,2010,0,0,Malaysia,Asia
Brasil,Malásia,2011,0,0,Malaysia,Asia
Brasil,Malásia,2012,0,0,Malaysia,Asia
Brasil,Malásia,2013,0,0,Malaysia,Asia
Brasil,Malásia,2014,0,0,Malaysia,Asia
Brasil,Malásia,2015,0,0,Malaysia,Asia
Brasil,Malásia,2016,0,0,Malaysia,Asia
Brasil,Malásia,2017,0,0,Malaysia,Asia
Brasil,Malásia,2018,15,33,Malaysia,Asia
Brasil,Malásia,2019,48,110,Malaysia,Asia
Brasil,Malásia,2020,0,0,Malaysia,Asia
Brasil,Malásia,2021,0,0,Malaysia,Asia
Brasil,Malta,2007,0,0,Malta,Europe
Brasil,Malta,2008,0,0,Malta,Europe
Brasil,Malta,2009,0,0,Malta,Europe
Brasil,Malta,2010,0,0,Malta,Europe
Brasil,Malta,2011,0,0,Malta,Europe
Brasil,Malta,2012,0,0,Malta,Europe
Brasil,Malta,2013,0,0,Malta,Europe
Brasil,Malta,2014,0,0,Malta,Europe
Brasil,Malta,2015,0,0,Malta,Europe
Brasil,Malta,2016,0,0,Malta,Europe
Brasil,Malta,2017,0,0,Malta,Europe
Brasil,Malta,2018,503,1192,Malta,Europe
Brasil,Malta,2019,3661,8828,Malta,Europe
Brasil,Malta,2020,3490,9688,Malta,Europe
Brasil,Malta,2021,3441,15454,Malta,Europe
Brasil,Ilhas Marshall,2007,0,0,Marshall Islands,Oceania
Brasil,Ilhas Marshall,2008,0,0,Marshall Islands,Oceania
Brasil,Ilhas Marshall,2009,0,0,Marshall Islands,Oceania
Brasil,Ilhas Marshall,2010,0,0,Marshall Islands,Oceania
Brasil,Ilhas Marshall,2011,0,0,Marshall Islands,Oceania
Brasil,Ilhas Marshall,2012,0,0,Marshall Islands,Oceania
Brasil,Ilhas Marshall,2013,0,0,Marshall Islands,Oceania
Brasil,Ilhas Marshall,2014,0,0,Marshall Islands,Oceania
Brasil,Ilhas Marshall,2015,0,0,Marshall Islands,Oceania
Brasil,Ilhas Marshall,2016,0,0,Marshall Islands,Oceania
Brasil,Ilhas Marshall,2017,0,0,Marshall Islands,Oceania
Brasil,Ilhas Marshall,2018,923,2436,Marshall Islands,Oceania
Brasil,Ilhas Marshall,2019,7276,15786,Marshall Islands,Oceania
Brasil,Ilhas Marshall,2020,6270,19639,Marshall Islands,Oceania
Brasil,Ilhas Marshall,2021,8644,22561,Marshall Islands,Oceania
Brasil,Mauritânia,2007,0,0,Mauritania,Africa
Brasil,Mauritânia,2008,0,0,Mauritania,Africa
Brasil,Mauritânia,2009,0,0,Mauritania,Africa
Brasil,Mauritânia,2010,0,0,Mauritania,Africa
Brasil,Mauritânia,2011,0,0,Mauritania,Africa
Brasil,Mauritânia,2012,0,0,Mauritania,Africa
Brasil,Mauritânia,2013,0,0,Mauritania,Africa
Brasil,Mauritânia,2014,0,0,Mauritania,Africa
Brasil,Mauritânia,2015,0,0,Mauritania,Africa
Brasil,Mauritânia,2016,0,0,Mauritania,Africa
Brasil,Mauritânia,2017,0,0,Mauritania,Africa
Brasil,Mauritânia,2018,0,0,Mauritania,Africa
Brasil,Mauritânia,2019,0,0,Mauritania,Africa
Brasil,Mauritânia,2020,0,0,Mauritania,Africa
Brasil,Mauritânia,2021,9,85,Mauritania,Africa
Brasil,México,2007,2453,15425,Mexico,North America
Brasil,México,2008,0,0,Mexico,North America
Brasil,México,2009,0,0,Mexico,North America
Brasil,México,2010,0,0,Mexico,North America
Brasil,México,2011,1350,7200,Mexico,North America
Brasil,México,2012,0,0,Mexico,North America
Brasil,México,2013,0,0,Mexico,North America
Brasil,México,2014,1521,24336,Mexico,North America
Brasil,México,2015,0,0,Mexico,North America
Brasil,México,2016,0,0,Mexico,North America
Brasil,México,2017,664,2292,Mexico,North America
Brasil,México,2018,2748,9744,Mexico,North America
Brasil,México,2019,4,4,Mexico,North America
Brasil,México,2020,24,226,Mexico,North America
Brasil,México,2021,9,2,Mexico,North America
Brasil,Montenegro,2007,0,0,Montenegro,Europe
Brasil,Montenegro,2008,0,0,Montenegro,Europe
Brasil,Montenegro,2009,0,0,Montenegro,Europe
Brasil,Montenegro,2010,0,0,Montenegro,Europe
Brasil,Montenegro,2011,0,0,Montenegro,Europe
Brasil,Montenegro,2012,0,0,Montenegro,Europe
Brasil,Montenegro,2013,0,0,Montenegro,Europe
Brasil,Montenegro,2014,0,0,Montenegro,Europe
Brasil,Montenegro,2015,0,0,Montenegro,Europe
Brasil,Montenegro,2016,0,0,Montenegro,Europe
Brasil,Montenegro,2017,0,0,Montenegro,Europe
Brasil,Montenegro,2018,0,0,Montenegro,Europe
Brasil,Montenegro,2019,9,46,Montenegro,Europe
Brasil,Montenegro,2020,9,20,Montenegro,Europe
Brasil,Montenegro,2021,14,65,Montenegro,Europe
Brasil,Namibia,2007,0,0,Namibia,Africa
Brasil,Namibia,2008,340,722,Namibia,Africa
Brasil,Namibia,2009,0,0,Namibia,Africa
Brasil,Namibia,2010,0,0,Namibia,Africa
Brasil,Namibia,2011,0,0,Namibia,Africa
Brasil,Namibia,2012,0,0,Namibia,Africa
Brasil,Namibia,2013,0,0,Namibia,Africa
Brasil,Namibia,2014,0,0,Namibia,Africa
Brasil,Namibia,2015,0,0,Namibia,Africa
Brasil,Namibia,2016,0,0,Namibia,Africa
Brasil,Namibia,2017,0,0,Namibia,Africa
Brasil,Namibia,2018,0,0,Namibia,Africa
Brasil,Namibia,2019,0,0,Namibia,Africa
Brasil,Namibia,2020,0,0,Namibia,Africa
Brasil,Namibia,2021,0,0,Namibia,Africa
Brasil,Nicaragua,2007,0,0,Nicaragua,North America
Brasil,Nicaragua,2008,0,0,Nicaragua,North America
Brasil,Nicaragua,2009,24,24,Nicaragua,North America
Brasil,Nicaragua,2010,0,0,Nicaragua,North America
Brasil,Nicaragua,2011,0,0,Nicaragua,North America
Brasil,Nicaragua,2012,0,0,Nicaragua,North America
Brasil,Nicaragua,2013,0,0,Nicaragua,North America
Brasil,Nicaragua,2014,0,0,Nicaragua,North America
Brasil,Nicaragua,2015,0,0,Nicaragua,North America
Brasil,Nicaragua,2016,0,0,Nicaragua,North America
Brasil,Nicaragua,2017,0,0,Nicaragua,North America
Brasil,Nicaragua,2018,0,0,Nicaragua,North America
Brasil,Nicaragua,2019,0,0,Nicaragua,North America
Brasil,Nicaragua,2020,0,0,Nicaragua,North America
Brasil,Nicaragua,2021,0,0,Nicaragua,North America
Brasil,Nigéria,2007,0,0,Nigeria,Africa
Brasil,Nigéria,2008,7560,10920,Nigeria,Africa
Brasil,Nigéria,2009,41,115,Nigeria,Africa
Brasil,Nigéria,2010,0,0,Nigeria,Africa
Brasil,Nigéria,2011,54,210,Nigeria,Africa
Brasil,Nigéria,2012,6449,10196,Nigeria,Africa
Brasil,Nigéria,2013,1350,2245,Nigeria,Africa
Brasil,Nigéria,2014,0,0,Nigeria,Africa
Brasil,Nigéria,2015,0,0,Nigeria,Africa
Brasil,Nigéria,2016,0,0,Nigeria,Africa
Brasil,Nigéria,2017,0,0,Nigeria,Africa
Brasil,Nigéria,2018,5175,6250,Nigeria,Africa
Brasil,Nigéria,2019,28437,38555,Nigeria,Africa
Brasil,Nigéria,2020,12094,26514,Nigeria,Africa
Brasil,Nigéria,2021,68247,113172,Nigeria,Africa
Brasil,Noruega,2007,10044,10044,Norway,Europe
Brasil,Noruega,2008,0,0,Norway,Europe
Brasil,Noruega,2009,0,0,Norway,Europe
Brasil,Noruega,2010,0,0,Norway,Europe
Brasil,Noruega,2011,10268,78688,Norway,Europe
Brasil,Noruega,2012,5104,31515,Norway,Europe
Brasil,Noruega,2013,2375,19008,Norway,Europe
Brasil,Noruega,2014,7179,50464,Norway,Europe
Brasil,Noruega,2015,1058,6021,Norway,Europe
Brasil,Noruega,2016,0,0,Norway,Europe
Brasil,Noruega,2017,0,0,Norway,Europe
Brasil,Noruega,2018,1295,9847,Norway,Europe
Brasil,Noruega,2019,628,3139,Norway,Europe
Brasil,Noruega,2020,1859,15134,Norway,Europe
Brasil,Noruega,2021,1878,8320,Norway,Europe
Brasil,Nova Caledônia,2007,0,0,New Caledonia,Oceania
Brasil,Nova Caledônia,2008,0,0,New Caledonia,Oceania
Brasil,Nova Caledônia,2009,0,0,New Caledonia,Oceania
Brasil,Nova Caledônia,2010,0,0,New Caledonia,Oceania
Brasil,Nova Caledônia,2011,0,0,New Caledonia,Oceania
Brasil,Nova Caledônia,2012,0,0,New Caledonia,Oceania
Brasil,Nova Caledônia,2013,0,0,New Caledonia,Oceania
Brasil,Nova Caledônia,2014,0,0,New Caledonia,Oceania
Brasil,Nova Caledônia,2015,0,0,New Caledonia,Oceania
Brasil,Nova Caledônia,2016,0,0,New Caledonia,Oceania
Brasil,Nova Caledônia,2017,0,0,New Caledonia,Oceania
Brasil,Nova Caledônia,2018,0,0,New Caledonia,Oceania
Brasil,Nova Caledônia,2019,0,0,New Caledonia,Oceania
Brasil,Nova Caledônia,2020,0,0,New Caledonia,Oceania
Brasil,Nova Caledônia,2021,7227,11924,New Caledonia,Oceania
Brasil,Nova Zelândia,2007,0,0,New Zealand,Oceania
Brasil,Nova Zelândia,2008,0,0,New Zealand,Oceania
Brasil,Nova Zelândia,2009,0,0,New Zealand,Oceania
Brasil,Nova Zelândia,2010,0,0,New Zealand,Oceania
Brasil,Nova Zelândia,2011,2587,7992,New Zealand,Oceania
Brasil,Nova Zelândia,2012,2364,8817,New Zealand,Oceania
Brasil,Nova Zelândia,2013,1004,4092,New Zealand,Oceania
Brasil,Nova Zelândia,2014,2800,13675,New Zealand,Oceania
Brasil,Nova Zelândia,2015,809,3476,New Zealand,Oceania
Brasil,Nova Zelândia,2016,504,9472,New Zealand,Oceania
Brasil,Nova Zelândia,2017,1678,8140,New Zealand,Oceania
Brasil,Nova Zelândia,2018,969,5565,New Zealand,Oceania
Brasil,Nova Zelândia,2019,500,2832,New Zealand,Oceania
Brasil,Nova Zelândia,2020,95,515,New Zealand,Oceania
Brasil,Nova Zelândia,2021,657,10477,New Zealand,Oceania
Brasil,Países Baixos,2007,181046,364751,Netherlands,Europe
Brasil,Países Baixos,2008,340412,783635,Netherlands,Europe
Brasil,Países Baixos,2009,171654,136991,Netherlands,Europe
Brasil,Países Baixos,2010,87368,302182,Netherlands,Europe
Brasil,Países Baixos,2011,125414,395356,Netherlands,Europe
Brasil,Países Baixos,2012,134879,539641,Netherlands,Europe
Brasil,Países Baixos,2013,57792,255690,Netherlands,Europe
Brasil,Países Baixos,2014,165289,773767,Netherlands,Europe
Brasil,Países Baixos,2015,44987,186464,Netherlands,Europe
Brasil,Países Baixos,2016,42953,190203,Netherlands,Europe
Brasil,Países Baixos,2017,0,0,Netherlands,Europe
Brasil,Países Baixos,2018,9451,32395,Netherlands,Europe
Brasil,Países Baixos,2019,44882,148031,Netherlands,Europe
Brasil,Países Baixos,2020,248,1532,Netherlands,Europe
Brasil,Países Baixos,2021,3791,8484,Netherlands,Europe
Brasil,Panamá,2007,810,1030,Panama,North America
Brasil,Panamá,2008,1161,1882,Panama,North America
Brasil,Panamá,2009,24,30,Panama,North America
Brasil,Panamá,2010,0,0,Panama,North America
Brasil,Panamá,2011,0,0,Panama,North America
Brasil,Panamá,2012,39,2262,Panama,North America
Brasil,Panamá,2013,0,0,Panama,North America
Brasil,Panamá,2014,0,0,Panama,North America
Brasil,Panamá,2015,0,0,Panama,North America
Brasil,Panamá,2016,0,0,Panama,North America
Brasil,Panamá,2017,0,0,Panama,North America
Brasil,Panamá,2018,1183,3117,Panama,North America
Brasil,Panamá,2019,7918,29017,Panama,North America
Brasil,Panamá,2020,10821,28372,Panama,North America
Brasil,Panamá,2021,29520,48444,Panama,North America
Brasil,Paraguai,2007,1285459,801519,Paraguay,South America
Brasil,Paraguai,2008,2191901,1374088,Paraguay,South America
Brasil,Paraguai,2009,486927,392087,Paraguay,South America
Brasil,Paraguai,2010,510989,449197,Paraguay,South America
Brasil,Paraguai,2011,240168,276281,Paraguay,South America
Brasil,Paraguai,2012,354824,428279,Paraguay,South America
Brasil,Paraguai,2013,481564,680828,Paraguay,South America
Brasil,Paraguai,2014,521847,908028,Paraguay,South America
Brasil,Paraguai,2015,495428,741370,Paraguay,South America
Brasil,Paraguai,2016,985739,1655417,Paraguay,South America
Brasil,Paraguai,2017,2393468,4274650,Paraguay,South America
Brasil,Paraguai,2018,3234168,5494321,Paraguay,South America
Brasil,Paraguai,2019,2419537,3826587,Paraguay,South America
Brasil,Paraguai,2020,3299013,3869243,Paraguay,South America
Brasil,Paraguai,2021,6522527,7192362,Paraguay,South America
Brasil,Peru,2007,0,0,Peru,South America
Brasil,Peru,2008,0,0,Peru,South America
Brasil,Peru,2009,0,0,Peru,South America
Brasil,Peru,2010,0,0,Peru,South America
Brasil,Peru,2011,0,0,Peru,South America
Brasil,Peru,2012,0,0,Peru,South America
Brasil,Peru,2013,0,0,Peru,South America
Brasil,Peru,2014,0,0,Peru,South America
Brasil,Peru,2015,0,0,Peru,South America
Brasil,Peru,2016,0,0,Peru,South America
Brasil,Peru,2017,0,0,Peru,South America
Brasil,Peru,2018,5193,19372,Peru,South America
Brasil,Peru,2019,9755,17310,Peru,South America
Brasil,Peru,2020,0,0,Peru,South America
Brasil,Peru,2021,9720,17107,Peru,South America
Brasil,Polônia,2007,0,0,Poland,Europe
Brasil,Polônia,2008,20290,58353,Poland,Europe
Brasil,Polônia,2009,6982,35797,Poland,Europe
Brasil,Polônia,2010,20464,95198,Poland,Europe
Brasil,Polônia,2011,11732,50684,Poland,Europe
Brasil,Polônia,2012,21663,89158,Poland,Europe
Brasil,Polônia,2013,19249,90960,Poland,Europe
Brasil,Polônia,2014,30181,107957,Poland,Europe
Brasil,Polônia,2015,11654,42781,Poland,Europe
Brasil,Polônia,2016,11457,35402,Poland,Europe
Brasil,Polônia,2017,0,0,Poland,Europe
Brasil,Polônia,2018,720,4679,Poland,Europe
Brasil,Polônia,2019,5,11,Poland,Europe
Brasil,Polônia,2020,74,86,Poland,Europe
Brasil,Polônia,2021,4,14,Poland,Europe
Brasil,Porto Rico,2007,0,0,Puerto Rico,North America
Brasil,Porto Rico,2008,0,0,Puerto Rico,North America
Brasil,Porto Rico,2009,0,0,Puerto Rico,North America
Brasil,Porto Rico,2010,0,0,Puerto Rico,North America
Brasil,Porto Rico,2011,0,0,Puerto Rico,North America
Brasil,Porto Rico,2012,0,0,Puerto Rico,North America
Brasil,Porto Rico,2013,0,0,Puerto Rico,North America
Brasil,Porto Rico,2014,0,0,Puerto Rico,North America
Brasil,Porto Rico,2015,0,0,Puerto Rico,North America
Brasil,Porto Rico,2016,0,0,Puerto Rico,North America
Brasil,Porto Rico,2017,0,0,Puerto Rico,North America
Brasil,Porto Rico,2018,0,0,Puerto Rico,North America
Brasil,Porto Rico,2019,0,0,Puerto Rico,North America
Brasil,Porto Rico,2020,0,0,Puerto Rico,North America
Brasil,Porto Rico,2021,0,0,Puerto Rico,North America
Brasil,Portugal,2007,109074,165282,Portugal,Europe
Brasil,Portugal,2008,49090,48942,Portugal,Europe
Brasil,Portugal,2009,141000,168923,Portugal,Europe
Brasil,Portugal,2010,4577,18970,Portugal,Europe
Brasil,Portugal,2011,95,1031,Portugal,Europe
Brasil,Portugal,2012,47172,47022,Portugal,Europe
Brasil,Portugal,2013,23810,17627,Portugal,Europe
Brasil,Portugal,2014,71544,79141,Portugal,Europe
Brasil,Portugal,2015,47736,42586,Portugal,Europe
Brasil,Portugal,2016,0,0,Portugal,Europe
Brasil,Portugal,2017,0,0,Portugal,Europe
Brasil,Portugal,2018,0,0,Portugal,Europe
Brasil,Portugal,2019,18328,72413,Portugal,Europe
Brasil,Portugal,2020,7958,34518,Portugal,Europe
Brasil,Portugal,2021,6358,42633,Portugal,Europe
Brasil,Quênia,2007,10600,13860,Kenya,Africa
Brasil,Quênia,2008,0,0,Kenya,Africa
Brasil,Quênia,2009,0,0,Kenya,Africa
Brasil,Quênia,2010,0,0,Kenya,Africa
Brasil,Quênia,2011,0,0,Kenya,Africa
Brasil,Quênia,2012,94,458,Kenya,Africa
Brasil,Quênia,2013,6,4,Kenya,Africa
Brasil,Quênia,2014,0,0,Kenya,Africa
Brasil,Quênia,2015,0,0,Kenya,Africa
Brasil,Quênia,2016,0,0,Kenya,Africa
Brasil,Quênia,2017,0,0,Kenya,Africa
Brasil,Quênia,2018,6771,31225,Kenya,Africa
Brasil,Quênia,2019,0,0,Kenya,Africa
Brasil,Quênia,2020,0,0,Kenya,Africa
Brasil,Quênia,2021,0,0,Kenya,Africa
Brasil,Reino Unido,2007,84613,144244,United Kingdom,Europe
Brasil,Reino Unido,2008,100097,155076,United Kingdom,Europe
Brasil,Reino Unido,2009,30092,68788,United Kingdom,Europe
Brasil,Reino Unido,2010,123624,295690,United Kingdom,Europe
Brasil,Reino Unido,2011,122629,285642,United Kingdom,Europe
Brasil,Reino Unido,2012,82937,334856,United Kingdom,Europe
Brasil,Reino Unido,2013,59161,305005,United Kingdom,Europe
Brasil,Reino Unido,2014,305807,1373747,United Kingdom,Europe
Brasil,Reino Unido,2015,68382,308407,United Kingdom,Europe
